rank,phi_e_region,spin_case,spin_label,best_C13_key,best_C13,kinematic_point,s,sqrt_s,qOut,theta_in,phi_in_electron,phi_in,phiOut,phi_e_region_offset,Q2,xB,t,W2,y,theta_e_gamma_deg,squared_amplitude_M2
10,forward,Ty,Ty,Ty_C13,9.4705738128153416e-01,s03_qout00,2.0977947899999997e+01,4.5801689815988222e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,9.7427553123749823e-03,2.1427527243027874e-03,-4.0502281042721213e-06,5.4169419519115998e+00,2.2623232170791868e-01,1.2929718969778245e+01,1.5416648877242661e+08
11,forward,Ty,Ty,Ty_C13,9.4473713255469693e-01,s01_qout01,1.6316181699999998e+01,4.0393293626541515e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,2.7796453786681101e-02,4.6208283159125804e-03,-1.8879407825462017e-05,6.8675174763467206e+00,3.8969540878426140e-01,1.6393292573060535e+01,3.4486453756087475e+07
12,forward,Ty,Ty,Ty_C13,9.4473713255387859e-01,s01_qout01,1.6316181699999998e+01,4.0393293626541515e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,2.7796453786681226e-02,4.6208283159126029e-03,-1.8879407825462017e-05,6.8675174763467206e+00,3.8969540878426129e-01,1.6393292573060577e+01,3.4486453755772330e+07
13,forward,Ty,Ty,Ty_C13,9.4213500124189853e-01,s04_qout00,2.3308830999999998e+01,4.8279220167687056e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,9.5871752192353589e-03,2.0003969557762379e-03,-3.5293206005988629e-06,5.6628932020517615e+00,2.1368046525110546e-01,1.2723151994521771e+01,1.6123805831332406e+08
14,forward,Ty,Ty,Ty_C13,9.4213500123504335e-01,s04_qout00,2.3308830999999998e+01,4.8279220167687056e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,9.5871752192352791e-03,2.0003969557762214e-03,-3.5293206005988629e-06,5.6628932020517615e+00,2.1368046525110546e-01,1.2723151994521741e+01,1.6123805831563687e+08
15,forward,Ty,Ty,Ty_C13,9.4019806483494761e-01,s02_qout01,1.8647064799999999e+01,4.3182247278250809e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,2.6585471464139900e-02,4.1342960640804189e-03,-1.5105858148097935e-05,7.2837296539880807e+00,3.6192892506025592e-01,1.5680614063536019e+01,3.9058710938669160e+07
16,forward,Ty,Ty,Ty_C13,9.4019806483252233e-01,s02_qout01,1.8647064799999999e+01,4.3182247278250809e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,2.6585471464139754e-02,4.1342960640803955e-03,-1.5105858148097935e-05,7.2837296539880807e+00,3.6192892506025603e-01,1.5680614063536019e+01,3.9058710939970575e+07
17,forward,Ty,Ty,Ty_C13,9.3727177844591347e-01,s05_qout00,2.5639714099999999e+01,5.0635673294625008e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,9.4587415127545833e-03,1.8818022738428420e-03,-3.1227864812960481e-06,5.8968121282129458e+00,2.0300699678249531e-01,1.2552596310868790e+01,1.6758162901752937e+08
18,forward,Ty,Ty,Ty_C13,9.3727177843814347e-01,s05_qout00,2.5639714099999999e+01,5.0635673294625008e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,9.4587415127546683e-03,1.8818022738428589e-03,-3.1227864812960481e-06,5.8968121282129458e+00,2.0300699678249531e-01,1.2552596310868790e+01,1.6758162901486617e+08
19,forward,Ty,Ty,Ty_C13,9.3707249861597797e-01,s05_qout06,2.5639714099999999e+01,5.0635673294625008e+00,2.0000000000000000e+00,1.5707963267948966e+00,4.4623889803846897e+00,1.3207963267948966e+00,4.5378560551852569e+00,2.5000000000000000e-01,1.1245893116604468e+00,5.4628174875230029e-02,-3.5981714160167738e-01,2.0341505542024358e+01,8.3143614124553944e-01,5.1592732349107919e+01,2.4206921268521068e+06
20,forward,Ty,Ty,Ty_C13,9.3707249223019051e-01,s05_qout06,2.5639714099999999e+01,5.0635673294625008e+00,2.0000000000000000e+00,1.5707963267948966e+00,4.9623889803846897e+00,1.8207963267948966e+00,4.8869219055841224e+00,2.5000000000000000e-01,1.1245893116604453e+00,5.4628174875229932e-02,-3.5981714160167710e-01,2.0341505542024361e+01,8.3143614124553944e-01,5.1592732349107855e+01,2.4206921268523373e+06
21,forward,Ty,Ty,Ty_C13,9.3554559373154478e-01,s03_qout01,2.0977947899999997e+01,4.5801689815988222e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,2.5676009481119141e-02,3.7646631099596079e-03,-1.2520823612061690e-05,7.6744354968442012e+00,3.3934880326324329e-01,1.5144973152573110e+01,4.3106998604212508e+07
22,forward,Ty,Ty,Ty_C13,9.3554559373059143e-01,s03_qout01,2.0977947899999997e+01,4.5801689815988222e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,2.5676009481119616e-02,3.7646631099596791e-03,-1.2520823612061690e-05,7.6744354968441995e+00,3.3934880326324313e-01,1.5144973152573110e+01,4.3106998603521511e+07
23,forward,Ty,Ty,Ty_C13,9.3246756955534416e-01,s06_qout00,2.7970597199999997e+01,5.2887235889201083e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,9.3505320449296121e-03,1.7811160460025786e-03,-2.7972011294053669e-06,6.1203097648299103e+00,1.9378628043737225e-01,1.2408876463217082e+01,1.7334410071243796e+08
24,forward,Ty,Ty,Ty_C13,9.3246756955422860e-01,s06_qout00,2.7970597199999997e+01,5.2887235889201083e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,9.3505320449296953e-03,1.7811160460025944e-03,-2.7972011294053669e-06,6.1203097648299103e+00,1.9378628043737225e-01,1.2408876463217082e+01,1.7334410070611671e+08
25,forward,Ty,Ty,Ty_C13,9.3185517377453375e-01,s05_qout06,2.5639714099999999e+01,5.0635673294625008e+00,2.0000000000000000e+00,1.5707963267948966e+00,4.6290556470513566e+00,1.4874629934615635e+00,5.0614548307835552e+00,8.3333333333333037e-02,2.0433551617553602e+00,1.0530493585601264e-01,-4.9989979081309012e-02,1.8240661540550974e+01,7.8369444685844059e-01,8.9431151796682073e+01,9.9247905535594255e+04
26,forward,Ty,Ty,Ty_C13,9.3185516983268535e-01,s05_qout06,2.5639714099999999e+01,5.0635673294625008e+00,2.0000000000000000e+00,1.5707963267948966e+00,4.7957223137180227e+00,1.6541296601282296e+00,4.3633231299858233e+00,8.3333333333333037e-02,2.0433551617553665e+00,1.0530493585601308e-01,-4.9989979081308887e-02,1.8240661540550949e+01,7.8369444685843970e-01,8.9431151796682158e+01,9.9247905535592407e+04
27,forward,Ty,Ty,Ty_C13,9.3085024910362413e-01,s04_qout01,2.3308830999999998e+01,4.8279220167687056e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,2.4964036852785997e-02,3.4725519580151307e-03,-1.0649950760292717e-05,8.0438398850183752e+00,3.2052093667320591e-01,1.4725418393770642e+01,4.6736273562157899e+07
28,forward,Ty,Ty,Ty_C13,9.3085024909702219e-01,s04_qout01,2.3308830999999998e+01,4.8279220167687056e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,2.4964036852785851e-02,3.4725519580151090e-03,-1.0649950760292717e-05,8.0438398850183752e+00,3.2052093667320602e-01,1.4725418393770642e+01,4.6736273563115500e+07
29,forward,Ty,Ty,Ty_C13,9.2614954932418270e-01,s05_qout01,2.5639714099999999e+01,5.0635673294625008e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,2.4389021628732674e-02,3.2347706136346857e-03,-9.2390852917855912e-06,8.3950998378651622e+00,3.0451067913695945e-01,1.4386433488467588e+01,5.0025147246234052e+07
30,forward,Ty,Ty,Ty_C13,9.2614954932190552e-01,s05_qout01,2.5639714099999999e+01,5.0635673294625008e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,2.4389021628732820e-02,3.2347706136347061e-03,-9.2390852917855912e-06,8.3950998378651605e+00,3.0451067913695939e-01,1.4386433488467588e+01,5.0025147240579844e+07
31,forward,Ty,Ty,Ty_C13,9.2288828379726384e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,4.9623889803846897e+00,1.8207963267948966e+00,4.8869219055841224e+00,2.5000000000000000e-01,8.3070917144093004e-01,5.0964933028943497e-02,-2.9088810968153644e-01,1.6348757374303649e+01,8.1100299942944276e-01,4.6965394961145229e+01,3.5863865839726604e+06
32,forward,Ty,Ty,Ty_C13,9.2288828359255659e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,4.4623889803846897e+00,1.3207963267948966e+00,4.5378560551852569e+00,2.5000000000000000e-01,8.3070917144093148e-01,5.0964933028943608e-02,-2.9088810968153667e-01,1.6348757374303649e+01,8.1100299942944254e-01,4.6965394961145279e+01,3.5863865839722566e+06
33,forward,Ty,Ty,Ty_C13,9.2212108506756973e-01,s00_qout02,1.3985298599999998e+01,3.7396923135466635e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,6.9640298037106668e-02,9.3776204896855089e-03,-7.8083171007837534e-05,8.2364263896590266e+00,5.6665128485479144e-01,2.3056945513652796e+01,7.2139949950331636e+06
34,forward,Ty,Ty,Ty_C13,9.2212108506710799e-01,s00_qout02,1.3985298599999998e+01,3.7396923135466635e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,6.9640298037107307e-02,9.3776204896855973e-03,-7.8083171007837534e-05,8.2364263896590266e+00,5.6665128485479133e-01,2.3056945513652828e+01,7.2139949950204613e+06
35,forward,Ty,Ty,Ty_C13,9.2209258810301886e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,4.6290556470513566e+00,1.4874629934615635e+00,5.0614548307835552e+00,8.3333333333333037e-02,1.4042312417118952e+00,9.1397601819709309e-02,-4.0155590542109820e-02,1.4839596208115138e+01,7.6444939912103049e-01,8.3278349515149074e+01,1.5018735286904516e+05
36,forward,Ty,Ty,Ty_C13,9.2209258613872924e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,4.7957223137180227e+00,1.6541296601282296e+00,4.3633231299858233e+00,8.3333333333333037e-02,1.4042312417119025e+00,9.1397601819709878e-02,-4.0155590542109716e-02,1.4839596208115118e+01,7.6444939912102972e-01,8.3278349515149202e+01,1.5018735286904118e+05
37,forward,Ty,Ty,Ty_C13,9.2194235503802979e-01,s01_qout02,1.6316181699999998e+01,4.0393293626541515e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,6.2797638080755835e-02,7.8294892551992769e-03,-5.4357527077847501e-05,8.8377021204100323e+00,5.1959576904635818e-01,2.0811832426143290e+01,9.6621378623606116e+06
38,forward,Ty,Ty,Ty_C13,9.2194235503599020e-01,s01_qout02,1.6316181699999998e+01,4.0393293626541515e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,6.2797638080755183e-02,7.8294892551991953e-03,-5.4357527077847501e-05,8.8377021204100323e+00,5.1959576904635818e-01,2.0811832426143255e+01,9.6621378623777181e+06
39,forward,Ty,Ty,Ty_C13,9.2146471278793984e-01,s06_qout01,2.7970597199999997e+01,5.2887235889201083e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,2.3913220525144805e-02,3.0367041681361642e-03,-8.1405871582145423e-06,8.7306591695708899e+00,2.9067956626972019e-01,1.4105850074122451e+01,5.3033353075821385e+07
40,forward,Ty,Ty,Ty_C13,9.2146471278708031e-01,s06_qout01,2.7970597199999997e+01,5.2887235889201083e+00,7.5000000000000000e-01,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,2.3913220525144968e-02,3.0367041681361854e-03,-8.1405871582145423e-06,8.7306591695708864e+00,2.9067956626972008e-01,1.4105850074122504e+01,5.3033353074853055e+07
41,forward,Ty,Ty,Ty_C13,9.1984380540595057e-01,s02_qout02,1.8647064799999999e+01,4.3182247278250809e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,5.8294533042488279e-02,6.7990031843142501e-03,-4.0952685298176384e-05,9.3955317790966824e+00,4.8257307142483252e-01,1.9328998380798836e+01,1.1942610884806337e+07
42,forward,Ty,Ty,Ty_C13,9.1984380539784316e-01,s02_qout02,1.8647064799999999e+01,4.3182247278250809e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,5.8294533042488494e-02,6.7990031843142753e-03,-4.0952685298176384e-05,9.3955317790966824e+00,4.8257307142483252e-01,1.9328998380798836e+01,1.1942610884718742e+07
43,forward,Ty,Ty,Ty_C13,9.1950238437030718e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.6290556470513566e+00,1.4874629934615635e+00,5.0614548307835552e+00,8.3333333333333037e-02,9.7224943741930070e-01,8.3656372651859490e-02,-3.1533598914052385e-02,1.1529535684333243e+01,7.5289497726863996e-01,7.9981786174387324e+01,2.0881987072460778e+05
44,forward,Ty,Ty,Ty_C13,9.1950238084747782e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.7957223137180227e+00,1.6541296601282296e+00,4.3633231299858233e+00,8.3333333333333037e-02,9.7224943741930536e-01,8.3656372651859962e-02,-3.1533598914052302e-02,1.1529535684333228e+01,7.5289497726863941e-01,7.9981786174387452e+01,2.0881987072460377e+05
45,forward,Ty,Ty,Ty_C13,9.1679563378201989e-01,s03_qout02,2.0977947899999997e+01,4.5801689815988222e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,5.5083868471860378e-02,6.0573620588764872e-03,-3.2483416349915076e-05,9.9184659289453876e+00,4.5246585661333205e-01,1.8269484278106706e+01,1.4053434967237972e+07
46,forward,Ty,Ty,Ty_C13,9.1679563377701689e-01,s03_qout02,2.0977947899999997e+01,4.5801689815988222e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,5.5083868471861044e-02,6.0573620588765609e-03,-3.2483416349915076e-05,9.9184659289453876e+00,4.5246585661333194e-01,1.8269484278106727e+01,1.4053434967297226e+07
47,forward,Ty,Ty,Ty_C13,9.1355500194255812e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.4623889803846897e+00,1.3207963267948966e+00,4.5378560551852569e+00,2.5000000000000000e-01,6.0045944735359191e-01,4.8727645370873249e-02,-2.2109514566899810e-01,1.2602152106535113e+01,7.9829605916749979e-01,4.4511550870678661e+01,5.3273155871568127e+06
48,forward,Ty,Ty,Ty_C13,9.1355500042335980e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.9623889803846897e+00,1.8207963267948966e+00,4.8869219055841224e+00,2.5000000000000000e-01,6.0045944735359058e-01,4.8727645370873117e-02,-2.2109514566899791e-01,1.2602152106535115e+01,7.9829605916750013e-01,4.4511550870678597e+01,5.3273155871572252e+06
49,forward,Ty,Ty,Ty_C13,9.1322895029305073e-01,s04_qout02,2.3308830999999998e+01,4.8279220167687056e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,5.2665961041874335e-02,5.4944553382914032e-03,-2.6712405875005386e-05,1.0412470447259279e+01,4.2736180676823043e-01,1.7470456434503514e+01,1.6007466617993405e+07
50,forward,Ty,Ty,Ty_C13,9.1322895029096696e-01,s04_qout02,2.3308830999999998e+01,4.8279220167687056e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,5.2665961041874550e-02,5.4944553382914258e-03,-2.6712405875005386e-05,1.0412470447259279e+01,4.2736180676823043e-01,1.7470456434503536e+01,1.6007466617836790e+07
51,forward,Ty,Ty,Ty_C13,9.1000430593935566e-01,s06_qout06,2.7970597199999997e+01,5.2887235889201083e+00,2.0000000000000000e+00,1.5707963267948966e+00,4.4623889803846897e+00,1.3207963267948966e+00,4.5378560551852569e+00,2.5000000000000000e-01,1.0612041152816409e+00,4.9305484690593079e-02,-3.9730905653772086e-01,2.1341683861286480e+01,7.9447934938066334e-01,4.3653191115388779e+01,2.9298818738951618e+06
52,forward,Ty,Ty,Ty_C13,9.1000430423320289e-01,s06_qout06,2.7970597199999997e+01,5.2887235889201083e+00,2.0000000000000000e+00,1.5707963267948966e+00,4.9623889803846897e+00,1.8207963267948966e+00,4.8869219055841224e+00,2.5000000000000000e-01,1.0612041152816383e+00,4.9305484690592954e-02,-3.9730905653772058e-01,2.1341683861286480e+01,7.9447934938066334e-01,4.3653191115388729e+01,2.9298818738951916e+06
53,forward,Ty,Ty,Ty_C13,9.0936249496854371e-01,s05_qout02,2.5639714099999999e+01,5.0635673294625008e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,5.0771267756770835e-02,5.0504251508299387e-03,-2.2559736995913992e-05,1.0881942785851997e+01,4.0601465246010193e-01,1.6843714065372001e+01,1.7821300905524347e+07
54,forward,Ty,Ty,Ty_C13,9.0936249496072918e-01,s05_qout02,2.5639714099999999e+01,5.0635673294625008e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,5.0771267756770169e-02,5.0504251508298728e-03,-2.2559736995913992e-05,1.0881942785851997e+01,4.0601465246010193e-01,1.6843714065371937e+01,1.7821300905330785e+07
55,forward,Ty,Ty,Ty_C13,9.0531802322935806e-01,s06_qout02,2.7970597199999997e+01,5.2887235889201083e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.8869219055841224e+00,0.0000000000000000e+00,4.9241134030911231e-02,4.6897897264350039e-03,-1.9446073169300293e-05,1.1330249311384977e+01,3.8757307218080184e-01,1.6337196509813392e+01,1.9511305797395144e+07
56,forward,Ty,Ty,Ty_C13,9.0531802322402377e-01,s06_qout02,2.7970597199999997e+01,5.2887235889201083e+00,1.0000000000000000e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.5707963267948966e+00,4.5378560551852569e+00,0.0000000000000000e+00,4.9241134030911918e-02,4.6897897264350707e-03,-1.9446073169300293e-05,1.1330249311384973e+01,3.8757307218080173e-01,1.6337196509813459e+01,1.9511305797721185e+07
57,forward,Ty,Ty,Ty_C13,9.0344119341763784e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.7957223137180227e+00,1.6541296601282296e+00,4.1887902047863905e+00,8.3333333333333037e-02,1.9794456593313845e+00,1.7745282573176749e-01,-6.0556117292309183e-02,1.0055169481498218e+01,7.2263067559279992e-01,1.0540563199111254e+02,1.1678198089898444e+04
58,forward,Ty,Ty,Ty_C13,9.0344119269011225e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,4.6290556470513566e+00,1.4874629934615635e+00,5.2359877559829888e+00,8.3333333333333037e-02,1.9794456593313843e+00,1.7745282573176741e-01,-6.0556117292309260e-02,1.0055169481498222e+01,7.2263067559280025e-01,1.0540563199111253e+02,1.1678198089898295e+04
