detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,selected_purity,pair_delta_xy,kinematic_point,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_in,phi_in,qOut,phiOut,Q2,xB,t,W2,y
c_massless_gamma_lepton_massless_Tx_proton_Ty_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Ty,enhanced_region_0,0,9.3056758520325744e-01,9.9999999999999978e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,k,2.2244176384674761e+00,-6.4571435626109619e-01,-2.1286349617618399e+00,-2.9513459707981364e-06,2.2244176384674756e+00,4.4178646691106467e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_lepton_massless_Tx_proton_Ty_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Ty,enhanced_region_0,0,9.3056758520325744e-01,9.9999999999999978e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,p,2.4140997970931570e+00,6.4571435626109619e-01,2.1286349617618399e+00,2.9513459707981364e-06,2.2244176384674756e+00,1.2762720155208536e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_lepton_massless_Tx_proton_Ty_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Ty,enhanced_region_0,0,9.3056758520325744e-01,9.9999999999999978e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,kp,4.4601104975146899e-01,1.7643085259320881e-01,-4.0963155488028602e-01,0.0000000000000000e+00,4.4601104975146899e-01,5.1190828901016188e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_lepton_massless_Tx_proton_Ty_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Ty,enhanced_region_0,0,9.3056758520325744e-01,9.9999999999999978e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,pp,2.3925063858084714e+00,0.0000000000000000e+00,2.2009640628902405e+00,0.0000000000000000e+00,2.2009640628902405e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_lepton_massless_Tx_proton_Ty_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Ty,enhanced_region_0,0,9.3056758520325744e-01,9.9999999999999978e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,-1.7643085259320881e-01,-1.7913325080099545e+00,0.0000000000000000e+00,1.8000000000000000e+00,4.6142142099600090e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_lepton_massless_Tx_proton_Tx_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Tx,enhanced_region_0,0,9.3056726775993481e-01,1.0000000000000002e+00,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,k,2.2244176384674761e+00,6.4571435626109586e-01,-2.1286349617618403e+00,-2.9513459707981364e-06,2.2244176384674761e+00,5.0069132916587327e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_massless_gamma_lepton_massless_Tx_proton_Tx_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Tx,enhanced_region_0,0,9.3056726775993481e-01,1.0000000000000002e+00,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,p,2.4140997970931570e+00,-6.4571435626109586e-01,2.1286349617618403e+00,2.9513459707981364e-06,2.2244176384674761e+00,1.8653206380689396e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_massless_gamma_lepton_massless_Tx_proton_Tx_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Tx,enhanced_region_0,0,9.3056726775993481e-01,1.0000000000000002e+00,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,kp,4.4601104975146871e-01,-1.7643085259320818e-01,-4.0963155488028602e-01,0.0000000000000000e+00,4.4601104975146871e-01,4.3056950706677624e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_massless_gamma_lepton_massless_Tx_proton_Tx_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Tx,enhanced_region_0,0,9.3056726775993481e-01,1.0000000000000002e+00,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,pp,2.3925063858084714e+00,0.0000000000000000e+00,2.2009640628902405e+00,0.0000000000000000e+00,2.2009640628902405e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_massless_gamma_lepton_massless_Tx_proton_Tx_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_Tx,enhanced_region_0,0,9.3056726775993481e-01,1.0000000000000002e+00,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,1.7643085259320818e-01,-1.7913325080099545e+00,0.0000000000000000e+00,1.8000000000000000e+00,4.8105637508093704e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_massless_gamma_Tx_lepton_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_unpolarized,enhanced_region_0,0,9.3056722907381229e-01,5.0000000000000011e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,k,2.2244176384674761e+00,-6.4571435626109619e-01,-2.1286349617618399e+00,-2.9513459707981364e-06,2.2244176384674756e+00,4.4178646691106467e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_Tx_lepton_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_unpolarized,enhanced_region_0,0,9.3056722907381229e-01,5.0000000000000011e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,p,2.4140997970931570e+00,6.4571435626109619e-01,2.1286349617618399e+00,2.9513459707981364e-06,2.2244176384674756e+00,1.2762720155208536e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_Tx_lepton_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_unpolarized,enhanced_region_0,0,9.3056722907381229e-01,5.0000000000000011e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,kp,4.4601104975146899e-01,1.7643085259320881e-01,-4.0963155488028602e-01,0.0000000000000000e+00,4.4601104975146899e-01,5.1190828901016188e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_Tx_lepton_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_unpolarized,enhanced_region_0,0,9.3056722907381229e-01,5.0000000000000011e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,pp,2.3925063858084714e+00,0.0000000000000000e+00,2.2009640628902405e+00,0.0000000000000000e+00,2.2009640628902405e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_Tx_lepton_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Tx_proton_unpolarized,enhanced_region_0,0,9.3056722907381229e-01,5.0000000000000011e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,-1.7643085259320881e-01,-1.7913325080099545e+00,0.0000000000000000e+00,1.8000000000000000e+00,4.6142142099600090e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_Ty_lepton_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Ty_proton_unpolarized,enhanced_region_0,0,9.3056722814174908e-01,5.0000000000000000e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,k,2.2244176384674761e+00,-6.4571435626109619e-01,-2.1286349617618399e+00,-2.9513459707981364e-06,2.2244176384674756e+00,4.4178646691106467e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_Ty_lepton_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Ty_proton_unpolarized,enhanced_region_0,0,9.3056722814174908e-01,5.0000000000000000e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,p,2.4140997970931570e+00,6.4571435626109619e-01,2.1286349617618399e+00,2.9513459707981364e-06,2.2244176384674756e+00,1.2762720155208536e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
c_massless_gamma_Ty_lepton_region_0,enhanced_cluster,C_massless_gamma,C_{l_0\gamma},lepton_massless_Ty_proton_unpolarized,enhanced_region_0,0,9.3056722814174908e-01,5.0000000000000000e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,kp,4.4601104975146899e-01,1.7643085259320881e-01,-4.0963155488028602e-01,0.0000000000000000e+00,4.4601104975146899e-01,5.1190828901016188e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.2762720155208536e+00,1.8000000000000000e+00,4.6142142099600090e+00,4.6816546253268321e-01,2.7593511537314121e-02,-4.2171225334952511e-01,1.7378183938550212e+01,8.2217994771675229e-01
