detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,pair_delta_xy,kinematic_point,initial_spin_averaging_version,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_in,phi_in,qOut,phiOut,Q2,xB,t,W2,y
c_e_gamma_TxTy_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},TxTy,enhanced_region_0,0,9.3056758650742666e-01,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,k,2.2244176384674761e+00,6.4571435626109586e-01,-2.1286349617618403e+00,-2.9513459707981364e-06,2.2244176384674761e+00,5.0069132916587327e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_e_gamma_TxTy_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},TxTy,enhanced_region_0,0,9.3056758650742666e-01,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,p,2.4140997970931570e+00,-6.4571435626109586e-01,2.1286349617618403e+00,2.9513459707981364e-06,2.2244176384674761e+00,1.8653206380689396e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_e_gamma_TxTy_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},TxTy,enhanced_region_0,0,9.3056758650742666e-01,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,kp,4.4601104975146871e-01,-1.7643085259320818e-01,-4.0963155488028602e-01,0.0000000000000000e+00,4.4601104975146871e-01,4.3056950706677624e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_e_gamma_TxTy_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},TxTy,enhanced_region_0,0,9.3056758650742666e-01,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,pp,2.3925063858084714e+00,0.0000000000000000e+00,2.2009640628902405e+00,0.0000000000000000e+00,2.2009640628902405e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_e_gamma_TxTy_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},TxTy,enhanced_region_0,0,9.3056758650742666e-01,5.0486868014160802e-01,high_s_high_theta_in_high_Egamma,prepared_spin_ensemble_v4,qout,1.8000000000000000e+00,1.7643085259320818e-01,-1.7913325080099545e+00,0.0000000000000000e+00,1.8000000000000000e+00,4.8105637508093704e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2009640628902405e+00,1.5707949999999999e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.8105637508093704e+00,4.6816546253268171e-01,2.7593511537314028e-02,-4.2171225334952461e-01,1.7378183938550212e+01,8.2217994771675251e-01
c_e_gamma_low_egamma_txty_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTy,low_Egamma_TxTy_region_0,0,7.3903448599178556e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,k,2.2244176384674761e+00,-1.3620629704568554e-16,-2.2244176384655181e+00,-2.9513459707981364e-06,2.2244176384674761e+00,4.7123889803846897e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2179847565726787e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.5160394395353274e+00,1.2241675088327856e-02,2.6636761105557597e-03,-6.2628863444512892e-06,5.4633844621677312e+00,2.2270702351502519e-01
c_e_gamma_low_egamma_txty_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTy,low_Egamma_TxTy_region_0,0,7.3903448599178556e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,p,2.4140997970931570e+00,1.3620629704568556e-16,2.2244176384655181e+00,2.9513459707981364e-06,2.2244176384674761e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2179847565726787e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.5160394395353274e+00,1.2241675088327856e-02,2.6636761105557597e-03,-6.2628863444512892e-06,5.4633844621677312e+00,2.2270702351502519e-01
c_e_gamma_low_egamma_txty_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTy,low_Egamma_TxTy_region_0,0,7.3903448599178556e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,kp,1.7303437747983894e+00,9.7545161008064332e-02,-1.7275921163710635e+00,0.0000000000000000e+00,1.7303437747983894e+00,4.7687921657032941e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2179847565726787e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.5160394395353274e+00,1.2241675088327856e-02,2.6636761105557597e-03,-6.2628863444512892e-06,5.4633844621677312e+00,2.2270702351502519e-01
c_e_gamma_low_egamma_txty_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTy,low_Egamma_TxTy_region_0,0,7.3903448599178556e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,pp,2.4081736607621895e+00,0.0000000000000000e+00,2.2179847565726787e+00,0.0000000000000000e+00,2.2179847565726787e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2179847565726787e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.5160394395353274e+00,1.2241675088327856e-02,2.6636761105557597e-03,-6.2628863444512892e-06,5.4633844621677312e+00,2.2270702351502519e-01
c_e_gamma_low_egamma_txty_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTy,low_Egamma_TxTy_region_0,0,7.3903448599178556e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,prepared_spin_ensemble_v4,qout,5.0000000000000000e-01,-9.7545161008064332e-02,-4.9039264020161516e-01,0.0000000000000000e+00,4.9999999999999994e-01,4.5160394395353274e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2179847565726787e+00,1.5707949999999999e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.5160394395353274e+00,1.2241675088327856e-02,2.6636761105557597e-03,-6.2628863444512892e-06,5.4633844621677312e+00,2.2270702351502519e-01
