selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_purity,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_lepton,best_s_regime,best_theta_in_regime,best_qOut_regime,best_electron_mass,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in_lepton,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_e_gamma,C_{mu\gamma},Tx_electron,enhanced_region_0,0,49,9.9609877233535060e-01,5.0008878842550619e-01,high_s_high_theta_in_high_Egamma,8.8817841970012523e-16,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,3.7306412761378791e+00,5.7923114550561809e+00,1.8000000000000000e+00,1.8000000000000000e+00,4.4178646691106467e+00,5.1050880620834143e+00,3.5981984516294030e-02,3.4895956175866338e+00,2.1823986474431203e-03,2.0115595066561451e-01,-5.2119276616455261e+00,-4.6994244687349057e-02,1.4737960970779481e+01,1.7531130248800043e+01,7.9939332607606084e-01,8.5678439965066233e-01,0.0000000000000000e+00,9.4532750269271205e+01,8.8817841970012523e-16,1.6499077431643387e+00,4.5169372866506671e-03,2.1197762179458732e+00,2.3688259610352438e-02,1.4202728986188460e+00,muon,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.2175677229219204e+00,1.5707949999999999e+00,5.0069132916587327e+00,5.0069132916587327e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.7123889803846897e+00,1.1829184150739297e-01,7.0539545402018115e-03,-4.2456437731729191e-01,1.7531130248800043e+01,8.1307690592713011e-01,0.0000000000000000e+00,1.7682452751530467e-01,2.3688259610352438e-02,1.7682452751530467e-01,2.3688259610352438e-02
C_e_gamma,C_{mu\gamma},Tx_electron,enhanced_region_1,1,17,9.7784048160272508e-01,5.0014473740101817e-01,high_s_high_theta_in_mid_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.0251655874119221e+00,5.7923114550561809e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.7123889803846897e+00,5.3996123733574573e+00,2.3806358816363354e-01,3.7290024131259414e+00,2.5043560249554155e-02,3.2936506380158537e-01,-5.2224455228063347e+00,-4.1801318423335088e-01,8.4726325809922152e+00,1.0147760623570507e+01,4.6089966824082601e-01,5.8881308457086357e-01,0.0000000000000000e+00,6.6253824140007282e+01,0.0000000000000000e+00,1.1563473732804281e+00,2.5094096036946678e-03,1.1776534544143742e+00,4.5591237750253200e-03,8.4212314506474018e-01,muon,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.2220447671045438e+00,1.5707949999999999e+00,5.3014376029327757e+00,5.3014376029327757e+00,2.1598449493429825e+00,1.0000000000000000e+00,4.7123889803846897e+00,9.1980672987518375e-01,9.0285797715942750e-02,-1.6650310203575693e+00,1.0147760623570507e+01,4.9395414351234462e-01,0.0000000000000000e+00,3.7717126901621789e-01,4.5591237750253200e-03,3.7717126901621789e-01,4.5591237750253200e-03
C_e_gamma,C_{mu\gamma},Tx_electron,enhanced_region_2,2,11,9.7090775911646088e-01,5.0014492101480890e-01,high_s_high_theta_in_mid_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,3.6324665057131984e+00,4.4178646691106467e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.0251655874119221e+00,4.7123889803846897e+00,2.3806358816363390e-01,3.7290024131259432e+00,2.5043560249554193e-02,3.2936506380158553e-01,-5.2224455228063347e+00,-4.1801318423335154e-01,8.4726325809922134e+00,1.0147760623570507e+01,4.6089966824082601e-01,5.8881308457086357e-01,0.0000000000000000e+00,6.6253824140007310e+01,0.0000000000000000e+00,1.1563473732804281e+00,2.5094096036947233e-03,1.1776534544143735e+00,4.5591237750253200e-03,8.4212314506474084e-01,muon,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.2220447671045438e+00,1.5707949999999999e+00,3.9269908169872414e+00,3.9269908169872414e+00,7.8539816339744828e-01,1.0000000000000000e+00,4.7123889803846897e+00,1.5955301566608091e+00,1.4687144779539621e-01,-2.8936993514339346e+00,1.0147760623570507e+01,5.2671675150132480e-01,0.0000000000000000e+00,6.5364372116158809e-01,4.5591237750253200e-03,6.5364372116158809e-01,4.5591237750253200e-03
C_e_gamma,C_{mu\gamma},Tx_electron,enhanced_region_3,3,3,9.3080486607958446e-01,5.0009033444973239e-01,high_s_high_theta_in_high_Egamma,8.8817841970012523e-16,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,3.6324665057131984e+00,4.3196898986859651e+00,1.8000000000000000e+00,1.8000000000000000e+00,4.3196898986859651e+00,4.8105637508093704e+00,4.1538926010671995e-02,3.4895956175866392e+00,2.5185923741528390e-03,2.0115595066561484e-01,-5.2119276616455270e+00,-6.5808369492240659e-01,1.4737960970779476e+01,1.7531130248800043e+01,7.9966275568080936e-01,8.5678439965066233e-01,0.0000000000000000e+00,9.4532750269271233e+01,8.8817841970012523e-16,1.6499077431643387e+00,4.5169372866507018e-03,2.1197762179458728e+00,2.3688259610352438e-02,1.4202728986188478e+00,muon,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.2175677229219204e+00,1.5707949999999999e+00,3.6324665057131984e+00,3.6324665057131984e+00,4.9087385212340529e-01,1.8000000000000000e+00,4.7123889803846897e+00,1.0197517449744917e+00,5.7707518105826493e-02,-5.2119276616455270e+00,1.7531130248800043e+01,8.5678439965066233e-01,0.0000000000000000e+00,2.1197762179458728e+00,2.3688259610352438e-02,2.1197762179458728e+00,2.3688259610352438e-02
