spin_case,entanglement_mode,scan_parameterization,scan_x_name,scan_x_value,scan_y_name,scan_y_value,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phiOut,Q2,xB,t,W2,y,squared_amplitude_M2,spin_signal_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,3,-1,1,1,5,1,-1,1,4.6158576813950055e-04,1.5537651963767091e-03,1.6208786835603972e-03,1.2820245990719368e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,3,-1,1,1,6,1,1,-1,-7.9423086948063309e-03,-3.0408441187986159e-03,8.5045282266818529e-03,-2.7759432042047441e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,3,-1,1,1,7,1,1,1,-2.3151391057655585e-02,-1.9001308039451237e-03,2.3229235996403242e-02,-3.0597020480439538e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,4,1,-1,-1,0,-1,-1,-1,-2.3151391057655620e-02,1.9001308039451161e-03,2.3229235996403277e-02,3.0597020480439543e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,4,1,-1,-1,1,-1,-1,1,-7.9423086948063448e-03,3.0408441187986168e-03,8.5045282266818650e-03,2.7759432042047445e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,4,1,-1,-1,2,-1,1,-1,-4.6158576813950115e-04,1.5537651963767089e-03,1.6208786835603972e-03,1.8595680545178568e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,4,1,-1,-1,3,-1,1,1,-6.4197154488320425e-19,-6.9135397141268147e-19,9.4344993413949348e-19,-2.3191743743184148e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,4,1,-1,-1,4,1,-1,-1,2.7616497921012805e-03,4.4964352001589758e-20,2.7616497921012805e-03,1.6281699486370189e-17
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,4,1,-1,-1,5,1,-1,1,4.7181680423082637e-03,-4.0906845541462695e-03,6.2445824357590038e-03,-7.1428499862029760e-01
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,4,1,-1,-1,6,1,1,-1,-1.7634015610506610e-03,-1.3212974088409341e-03,2.2034999224247037e-03,-2.4985467340987997e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,4,1,-1,-1,7,1,1,1,-4.5909558826141006e-03,-1.8185125207254727e-03,4.9380019951539436e-03,-2.7644462901053828e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,5,1,-1,1,0,-1,-1,-1,-4.2623583575566733e-02,-3.3933545305585525e-02,5.4481697604145445e-02,-2.4692212147444965e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,5,1,-1,1,1,-1,-1,1,-1.8522010337604117e-02,-7.7823299944899480e-03,2.0090533270410011e-02,-2.7438230572361122e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,5,1,-1,1,2,-1,1,-1,1.7777673550611811e-18,7.9011882447163600e-19,1.9454419871858598e-18,4.1822432957922906e-01
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,5,1,-1,1,3,-1,1,1,4.6158576813950055e-04,-1.5537651963767091e-03,1.6208786835603972e-03,-1.2820245990719368e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,5,1,-1,1,4,1,-1,-1,4.7181680423082637e-03,4.0906845541462695e-03,6.2445824357590038e-03,7.1428499862029760e-01
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,5,1,-1,1,5,1,-1,1,1.5071446648613986e-02,-2.5354578809159672e-19,1.5071446648613986e-02,-1.6822923107710667e-17
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,5,1,-1,1,6,1,1,-1,-4.0938675282985813e-03,-9.0914868496519798e-04,4.1936025885426342e-03,-2.9230632953629874e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,5,1,-1,1,7,1,1,1,-1.0088408046961053e-02,2.8006999225277823e-03,1.0469952100083155e-02,2.8707963267948968e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,6,1,1,-1,0,-1,-1,-1,2.6728897793690267e-03,-2.0049600992038544e-03,3.3412878912262162e-03,-6.4357120504044529e-01
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,6,1,1,-1,1,-1,-1,1,-1.5802376489432720e-18,-6.2962593825083492e-19,1.7010525709853895e-18,-2.7624339845563513e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,6,1,1,-1,2,-1,1,-1,-1.8522010337604120e-02,-7.7823299944899480e-03,2.0090533270410018e-02,-2.7438230572361122e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,6,1,1,-1,3,-1,1,1,-7.9423086948063309e-03,3.0408441187986159e-03,8.5045282266818529e-03,2.7759432042047441e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,6,1,1,-1,4,1,-1,-1,-1.7634015610506610e-03,1.3212974088409341e-03,2.2034999224247037e-03,2.4985467340987997e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,6,1,1,-1,5,1,-1,1,-4.0938675282985813e-03,9.0914868496519820e-04,4.1936025885426342e-03,2.9230632953629874e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,6,1,1,-1,6,1,1,-1,2.7947936225406707e-02,-1.1174224126696943e-19,2.7947936225406707e-02,-3.9982287194926259e-18
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,6,1,1,-1,7,1,1,1,7.2475514925304532e-02,-2.1062625824088091e-02,7.5474064885188097e-02,-2.8282657950835977e-01
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,7,1,1,1,0,-1,-1,-1,-1.5802376489432720e-18,3.1604752978865440e-18,3.5335188036416050e-18,2.0344439357957027e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,7,1,1,1,1,-1,-1,1,-2.6728897793690306e-03,2.0049600992038518e-03,3.3412878912262175e-03,2.4980214485493493e+00
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,s,2.5819012799999996e+01,qOut,1.5500000000000000e+00,2.5819012799999996e+01,5.0812412656751498e+00,2.4540429686412759e+00,1.2339881073211323e+00,1.5500000000000000e+00,1.3000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.7054291428334349e+01,7.8018248512466637e-01,-6.3847464676399941e+00,5.6849146484869735e+00,8.7650724256781665e-01,5.6205370141260914e+02,2.8102685070630446e+02,4.9999999999999989e-01,True,1,1,1.2426018407603531e-01,3.7534745404714343e-01,3.9605796337405560e-02,4.1915175092609236e-01,1.9071207734423101e-01,4.0226386357452931e-01,8.7627093014733398e-02,1.9361885698126330e-02,1.9361883994821721e-02,1.9361885574715049e-02,7,1,1,1,2,-1,1,-1,-4.2623583575566733e-02,-3.3933545305585532e-02,5.4481697604145451e-02,-2.4692212147444965e+00
