local_minimum_id,contour_status,contour_file,contour_point_count,configured_direction_count,contour_delta
25,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0025_contour_samples.csv,380,1536,0.05
26,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0026_contour_samples.csv,733,1536,0.05
27,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0027_contour_samples.csv,363,1536,0.05
28,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0028_contour_samples.csv,388,1536,0.05
29,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0029_contour_samples.csv,473,1536,0.05
30,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0030_contour_samples.csv,600,1536,0.05
31,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0031_contour_samples.csv,638,1536,0.05
32,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0032_contour_samples.csv,375,1536,0.05
33,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0033_contour_samples.csv,770,1536,0.05
34,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0034_contour_samples.csv,422,1536,0.05
35,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0035_contour_samples.csv,745,1536,0.05
36,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0036_contour_samples.csv,401,1536,0.05
37,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0037_contour_samples.csv,385,1536,0.05
38,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0038_contour_samples.csv,403,1536,0.05
39,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0039_contour_samples.csv,389,1536,0.05
40,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0040_contour_samples.csv,719,1536,0.05
41,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0041_contour_samples.csv,469,1536,0.05
42,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0042_contour_samples.csv,419,1536,0.05
43,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0043_contour_samples.csv,211,1536,0.05
44,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0044_contour_samples.csv,272,1536,0.05
45,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0045_contour_samples.csv,380,1536,0.05
46,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0046_contour_samples.csv,377,1536,0.05
47,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0047_contour_samples.csv,340,1536,0.05
48,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0048_contour_samples.csv,384,1536,0.05
49,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0049_contour_samples.csv,337,1536,0.05
50,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0050_contour_samples.csv,429,1536,0.05
51,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0051_contour_samples.csv,396,1536,0.05
52,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0052_contour_samples.csv,395,1536,0.05
53,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0053_contour_samples.csv,401,1536,0.05
54,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0054_contour_samples.csv,732,1536,0.05
55,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0055_contour_samples.csv,536,1536,0.05
56,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0056_contour_samples.csv,300,1536,0.05
57,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0057_contour_samples.csv,364,1536,0.05
58,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0058_contour_samples.csv,219,1536,0.05
59,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0059_contour_samples.csv,411,1536,0.05
60,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0060_contour_samples.csv,241,1536,0.05
61,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0061_contour_samples.csv,736,1536,0.05
62,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0062_contour_samples.csv,391,1536,0.05
63,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0063_contour_samples.csv,367,1536,0.05
64,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0064_contour_samples.csv,706,1536,0.05
65,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0065_contour_samples.csv,223,1536,0.05
66,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0066_contour_samples.csv,214,1536,0.05
67,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0067_contour_samples.csv,742,1536,0.05
68,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0068_contour_samples.csv,780,1536,0.05
69,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0069_contour_samples.csv,744,1536,0.05
70,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0070_contour_samples.csv,784,1536,0.05
71,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0071_contour_samples.csv,382,1536,0.05
72,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0072_contour_samples.csv,545,1536,0.05
73,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0073_contour_samples.csv,681,1536,0.05
74,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0074_contour_samples.csv,745,1536,0.05
75,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0075_contour_samples.csv,191,1536,0.05
76,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0076_contour_samples.csv,377,1536,0.05
77,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0077_contour_samples.csv,199,1536,0.05
78,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0078_contour_samples.csv,715,1536,0.05
79,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0079_contour_samples.csv,392,1536,0.05
80,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0080_contour_samples.csv,425,1536,0.05
81,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0081_contour_samples.csv,651,1536,0.05
82,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0082_contour_samples.csv,380,1536,0.05
83,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0083_contour_samples.csv,734,1536,0.05
84,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0084_contour_samples.csv,369,1536,0.05
85,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0085_contour_samples.csv,755,1536,0.05
86,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0086_contour_samples.csv,217,1536,0.05
87,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0087_contour_samples.csv,418,1536,0.05
88,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0088_contour_samples.csv,446,1536,0.05
89,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0089_contour_samples.csv,125,1536,0.05
90,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0090_contour_samples.csv,449,1536,0.05
91,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0091_contour_samples.csv,379,1536,0.05
92,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0092_contour_samples.csv,386,1536,0.05
93,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0093_contour_samples.csv,678,1536,0.05
94,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0094_contour_samples.csv,618,1536,0.05
95,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0095_contour_samples.csv,742,1536,0.05
96,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0096_contour_samples.csv,620,1536,0.05
97,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0097_contour_samples.csv,415,1536,0.05
98,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0098_contour_samples.csv,616,1536,0.05
99,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0099_contour_samples.csv,414,1536,0.05
100,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0100_contour_samples.csv,205,1536,0.05
101,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0101_contour_samples.csv,385,1536,0.05
102,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0102_contour_samples.csv,387,1536,0.05
103,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0103_contour_samples.csv,217,1536,0.05
104,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0104_contour_samples.csv,754,1536,0.05
105,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0105_contour_samples.csv,727,1536,0.05
106,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0106_contour_samples.csv,387,1536,0.05
107,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0107_contour_samples.csv,354,1536,0.05
108,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0108_contour_samples.csv,666,1536,0.05
109,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0109_contour_samples.csv,391,1536,0.05
110,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0110_contour_samples.csv,368,1536,0.05
111,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0111_contour_samples.csv,783,1536,0.05
112,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0112_contour_samples.csv,527,1536,0.05
113,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0113_contour_samples.csv,750,1536,0.05
114,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0114_contour_samples.csv,350,1536,0.05
115,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0115_contour_samples.csv,765,1536,0.05
116,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0116_contour_samples.csv,409,1536,0.05
117,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0117_contour_samples.csv,377,1536,0.05
118,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0118_contour_samples.csv,762,1536,0.05
119,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0119_contour_samples.csv,374,1536,0.05
120,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0120_contour_samples.csv,728,1536,0.05
121,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0121_contour_samples.csv,401,1536,0.05
122,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0122_contour_samples.csv,363,1536,0.05
123,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0123_contour_samples.csv,784,1536,0.05
124,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0124_contour_samples.csv,689,1536,0.05
125,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0125_contour_samples.csv,372,1536,0.05
126,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0126_contour_samples.csv,769,1536,0.05
127,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0127_contour_samples.csv,544,1536,0.05
128,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0128_contour_samples.csv,703,1536,0.05
129,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0129_contour_samples.csv,776,1536,0.05
130,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0130_contour_samples.csv,760,1536,0.05
131,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0131_contour_samples.csv,197,1536,0.05
132,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0132_contour_samples.csv,390,1536,0.05
133,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0133_contour_samples.csv,385,1536,0.05
134,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0134_contour_samples.csv,98,1536,0.05
135,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0135_contour_samples.csv,791,1536,0.05
136,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0136_contour_samples.csv,368,1536,0.05
137,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0137_contour_samples.csv,749,1536,0.05
138,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0138_contour_samples.csv,770,1536,0.05
139,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0139_contour_samples.csv,754,1536,0.05
140,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0140_contour_samples.csv,756,1536,0.05
141,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0141_contour_samples.csv,766,1536,0.05
142,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0142_contour_samples.csv,379,1536,0.05
143,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0143_contour_samples.csv,394,1536,0.05
144,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0144_contour_samples.csv,200,1536,0.05
145,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0145_contour_samples.csv,389,1536,0.05
146,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0146_contour_samples.csv,747,1536,0.05
147,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0147_contour_samples.csv,347,1536,0.05
148,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0148_contour_samples.csv,389,1536,0.05
149,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0149_contour_samples.csv,389,1536,0.05
150,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0150_contour_samples.csv,409,1536,0.05
151,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0151_contour_samples.csv,387,1536,0.05
152,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0152_contour_samples.csv,184,1536,0.05
153,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0153_contour_samples.csv,386,1536,0.05
154,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0154_contour_samples.csv,172,1536,0.05
155,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0155_contour_samples.csv,392,1536,0.05
156,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0156_contour_samples.csv,376,1536,0.05
157,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0157_contour_samples.csv,356,1536,0.05
158,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0158_contour_samples.csv,429,1536,0.05
159,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0159_contour_samples.csv,110,1536,0.05
160,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0160_contour_samples.csv,361,1536,0.05
161,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0161_contour_samples.csv,387,1536,0.05
162,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0162_contour_samples.csv,363,1536,0.05
163,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0163_contour_samples.csv,365,1536,0.05
164,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0164_contour_samples.csv,355,1536,0.05
165,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0165_contour_samples.csv,760,1536,0.05
166,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0166_contour_samples.csv,730,1536,0.05
167,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0167_contour_samples.csv,394,1536,0.05
168,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0168_contour_samples.csv,778,1536,0.05
169,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0169_contour_samples.csv,400,1536,0.05
170,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0170_contour_samples.csv,398,1536,0.05
171,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0171_contour_samples.csv,391,1536,0.05
172,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0172_contour_samples.csv,770,1536,0.05
173,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0173_contour_samples.csv,766,1536,0.05
174,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0174_contour_samples.csv,207,1536,0.05
175,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0175_contour_samples.csv,226,1536,0.05
176,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0176_contour_samples.csv,175,1536,0.05
177,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0177_contour_samples.csv,779,1536,0.05
178,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0178_contour_samples.csv,235,1536,0.05
179,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0179_contour_samples.csv,766,1536,0.05
180,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0180_contour_samples.csv,772,1536,0.05
181,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0181_contour_samples.csv,396,1536,0.05
182,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0182_contour_samples.csv,781,1536,0.05
183,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0183_contour_samples.csv,758,1536,0.05
184,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0184_contour_samples.csv,779,1536,0.05
185,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0185_contour_samples.csv,939,1536,0.05
186,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0186_contour_samples.csv,750,1536,0.05
187,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0187_contour_samples.csv,1536,1536,0.05
188,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0188_contour_samples.csv,840,1536,0.05
189,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0189_contour_samples.csv,842,1536,0.05
190,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0190_contour_samples.csv,1536,1536,0.05
191,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0191_contour_samples.csv,1536,1536,0.05
192,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0192_contour_samples.csv,1536,1536,0.05
193,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0193_contour_samples.csv,889,1536,0.05
194,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0194_contour_samples.csv,1536,1536,0.05
195,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0195_contour_samples.csv,1536,1536,0.05
196,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0196_contour_samples.csv,1536,1536,0.05
197,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0197_contour_samples.csv,1536,1536,0.05
198,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0198_contour_samples.csv,958,1536,0.05
199,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0199_contour_samples.csv,1536,1536,0.05
200,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0200_contour_samples.csv,1536,1536,0.05
201,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0201_contour_samples.csv,1536,1536,0.05
202,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0202_contour_samples.csv,1536,1536,0.05
203,complete,Output\GradientPhaseSpaceScan\electron\Data\GHZ\contour\local_minima\local_minimum_0203_contour_samples.csv,726,1536,0.05
