detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,selected_purity,pair_delta_xy,kinematic_point,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_in,phi_in,qOut,phiOut,Q2,xB,t,W2,y
ghz_purity_lepton_muon_unpolarized_proton_L_region_0,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_0,0,4.8244638565613590e-01,9.8449021500465372e-01,nan,high_s_high_theta_in_high_Egamma,k,2.2256210070511226e+00,4.0837897529420274e-16,2.2231115974474278e+00,-2.9496131222404812e-06,2.2231115974493845e+00,1.5707963267948963e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.0864391493331829e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,9.8174770424681035e-01,1.5546896607227151e+01,8.3490892104135606e-01,-3.2802227762465499e+00,3.9540163685792034e+00,9.0284687344967873e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_0,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_0,0,4.8244638565613590e-01,9.8449021500465372e-01,nan,high_s_high_theta_in_high_Egamma,p,2.4128964285095109e+00,-4.0837897529420274e-16,-2.2231115974474278e+00,2.9496131222404812e-06,2.2231115974493845e+00,4.7123889803846897e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.0864391493331829e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,9.8174770424681035e-01,1.5546896607227151e+01,8.3490892104135606e-01,-3.2802227762465499e+00,3.9540163685792034e+00,9.0284687344967873e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_0,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_0,0,4.8244638565613590e-01,9.8449021500465372e-01,nan,high_s_high_theta_in_high_Egamma,kp,1.8942465526822081e+00,-1.0000264194352841e+00,-1.6052892170778996e+00,0.0000000000000000e+00,1.8912975202318463e+00,4.1552600190074847e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.0864391493331829e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,9.8174770424681035e-01,1.5546896607227151e+01,8.3490892104135606e-01,-3.2802227762465499e+00,3.9540163685792034e+00,9.0284687344967873e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_0,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_0,0,4.8244638565613590e-01,9.8449021500465372e-01,nan,high_s_high_theta_in_high_Egamma,pp,9.4427088287844496e-01,0.0000000000000000e+00,1.0864391493331829e-01,0.0000000000000000e+00,1.0864391493331829e-01,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.0864391493331829e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,9.8174770424681035e-01,1.5546896607227151e+01,8.3490892104135606e-01,-3.2802227762465499e+00,3.9540163685792034e+00,9.0284687344967873e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_0,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_0,0,4.8244638565613590e-01,9.8449021500465372e-01,nan,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,1.0000264194352841e+00,1.4966453021445814e+00,0.0000000000000000e+00,1.8000000000000000e+00,9.8174770424681035e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.0864391493331829e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,9.8174770424681035e-01,1.5546896607227151e+01,8.3490892104135606e-01,-3.2802227762465499e+00,3.9540163685792034e+00,9.0284687344967873e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_1,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_1,1,4.8079486963133056e-01,9.8055966656342075e-01,nan,high_s_high_theta_in_high_Egamma,k,2.2256210070511226e+00,-2.1790304141527703e-01,2.2124067074675096e+00,-2.9496131222404812e-06,2.2231115974493845e+00,1.6689710972195770e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.8105637508093704e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.5134869701430876e+01,8.3039364139568783e-01,-3.3531529649988241e+00,3.9711130199505584e+00,8.8369858792957834e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_1,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_1,1,4.8079486963133056e-01,9.8055966656342075e-01,nan,high_s_high_theta_in_high_Egamma,p,2.4128964285095109e+00,2.1790304141527703e-01,-2.2124067074675096e+00,2.9496131222404812e-06,2.2231115974493845e+00,4.8105637508093704e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.8105637508093704e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.5134869701430876e+01,8.3039364139568783e-01,-3.3531529649988241e+00,3.9711130199505584e+00,8.8369858792957834e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_1,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_1,1,4.8079486963133056e-01,9.8055966656342075e-01,nan,high_s_high_theta_in_high_Egamma,kp,1.8924036522718002e+00,1.2727922061357855e+00,-1.3964339908561199e+00,0.0000000000000000e+00,1.8894517434479108e+00,5.4514990218973223e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.8105637508093704e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.5134869701430876e+01,8.3039364139568783e-01,-3.3531529649988241e+00,3.9711130199505584e+00,8.8369858792957834e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_1,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_1,1,4.8079486963133056e-01,9.8055966656342075e-01,nan,high_s_high_theta_in_high_Egamma,pp,9.4611378328868534e-01,0.0000000000000000e+00,1.2364178472033423e-01,0.0000000000000000e+00,1.2364178472033423e-01,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.8105637508093704e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.5134869701430876e+01,8.3039364139568783e-01,-3.3531529649988241e+00,3.9711130199505584e+00,8.8369858792957834e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_1,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_1,1,4.8079486963133056e-01,9.8055966656342075e-01,nan,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,-1.2727922061357855e+00,1.2727922061357857e+00,0.0000000000000000e+00,1.8000000000000000e+00,2.3561944901923448e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.8105637508093704e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.5134869701430876e+01,8.3039364139568783e-01,-3.3531529649988241e+00,3.9711130199505584e+00,8.8369858792957834e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_2,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_2,2,4.7882598349067168e-01,9.8742053424970733e-01,nan,high_s_high_theta_in_high_Egamma,k,2.2256210070511226e+00,6.4533523256567904e-01,2.1273851584315087e+00,-2.9496131222404812e-06,2.2231115974493845e+00,1.2762720155208533e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.8863624284822813e+00,1.5707949999999999e+00,4.4178646691106467e+00,1.8000000000000000e+00,5.1050880620834143e+00,5.0746258034087628e+00,2.6803437113861811e-01,-1.6432874245302930e+01,1.4737960970779481e+01,9.1795845027541745e-01
ghz_purity_lepton_muon_unpolarized_proton_L_region_2,enhanced_cluster,GHZ_purity,P_{\rm GHZ+},lepton_muon_unpolarized_proton_L,enhanced_region_2,2,4.7882598349067168e-01,9.8742053424970733e-01,nan,high_s_high_theta_in_high_Egamma,p,2.4128964285095109e+00,-6.4533523256567904e-01,-2.1273851584315087e+00,2.9496131222404812e-06,2.2231115974493845e+00,4.4178646691106467e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.8863624284822813e+00,1.5707949999999999e+00,4.4178646691106467e+00,1.8000000000000000e+00,5.1050880620834143e+00,5.0746258034087628e+00,2.6803437113861811e-01,-1.6432874245302930e+01,1.4737960970779481e+01,9.1795845027541745e-01
