lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_muon_alpha_e_mix_proton_alpha_p_mix_trace,lepton_muon_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_muon_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_muon_alpha_e_mix_proton_alpha_p_mix_purity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_muon_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_muon_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_muon_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_muon_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_muon_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_muon_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_muon_alpha_e_mix_proton_alpha_p_mix_F3,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_muon_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_purity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_one_minus_C_p_gamma,optimization_run,start_source,screening_one_minus_C_p_gamma,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_p_gamma,lbfgs_one_minus_C_p_gamma,final_one_minus_C_p_gamma,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_p_gamma,local_minimum_verified,initial_C_p_gamma,lbfgs_C_p_gamma,final_C_p_gamma,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id,one_minus_C_p_gamma_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,polarization_alpha_e_region,polarization_clustering_scheme
muon,gradient_local_minimum_0000,gradient,gradient,gradient,0.1056583755,10.733085601112634,3.276138825067191,1.5017803349114376,0.26086895855931647,0.0,0.0,3.141592653589793,0.0,1.0186575123397381,0.0,5.888385136302904,0.0,5.237553795049591,3.141592653589793,3.141592653589793,1.0,0.0002853112997462451,0.00019644903217526282,-0.9045780214242916,0.25954975362535126,0.3116976914687675,2.331901296790597,0.14756463234170025,3.141592653589793,180.0,3.063381132290521,2.6112347772278115,3.063381132290521,2.6112347772278115,False,,gradient,1812000388,0.0,0.8649089559144139,1.0,2.849561314720683,0.9749245807788993,0.9999999999999999,0.0,1.0,-2.5924108471020446e-08,-2.5924108471020446e-08,0.0,2.325490472847512e-16,2.325490459277217e-16,0.9999999999999997,0.0,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.414213562373095,0.0,-1.0815811815493907e-31,-2.220446049250313e-16,-2.220446049250313e-16,1.351976504099827e-32,1.351976504099827e-32,1.351976504099827e-32,2.703953008199654e-32,0.0,0.0,0.0,1.351976504099827e-32,6.548889137538363e-33,1.9646667412615084e-32,1.9646667412615084e-32,9.614813424785045e-17,1.0,0.9999999999999999,6.548889137538363e-33,3.3306690738754696e-16,1812,sobol_screened,0.15826785507875996,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,562,243,0.002212982794291158,0.15826785507875996,8.235790605048976e-09,3.3306690738754696e-16,15,1,False,1e-05,3.3306690738754696e-16,True,0.84173214492124,0.9999999917642094,0.9999999999999997,0.6105281058698893,0.11348659824579954,0.1914635431021452,0.44367557391524315,0.8983694249764085,0.8099487563595176,0.13446102011948824,0.338351889513433,0.5584551487609957,0.0,0.0,0.6758964754047193,0.937165601271451,0.8335825761918582,0.0,0.2753090713164583,0,0.0,True,0,474,0.0,True,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
muon,gradient_local_minimum_0001,gradient,gradient,gradient,0.1056583755,10.059270656339963,3.1716353283976333,1.445014809189518,0.4287727996096683,0.0,0.0,3.141592653589793,0.0,0.8535817731696087,0.0,4.0781630449953585,0.0,4.417537561088501,3.141592653589793,0.0,1.0,0.00015844276403139193,0.0001539980256511845,-0.5547009963265956,0.3825163795951649,0.5219630863485014,1.9085478647974627,0.11221998230181897,3.141592653589793,180.0,2.4701694518451105,2.1928981750632133,2.4701694518451105,2.1928981750632133,False,,gradient,1286000454,0.0,2.296802778315652,1.0,11.715407326626922,0.9859568528161654,1.0,1.053823694974754e-12,1.0,-1.026548275051553e-06,-1.026548275051553e-06,0.0,8.210277006685004e-17,8.210268668321329e-17,0.9999999999994732,0.0,0.9999999999994731,0.9999999999994731,0.9999999999998243,1.4142135623727226,0.0,-1.3481716013251935e-32,-2.220446049250313e-16,-2.220446049250313e-16,1.685214520104531e-33,1.685214520104531e-33,1.685214520104531e-33,3.370429040209062e-33,0.0,0.0,0.0,1.685214520104531e-33,8.854141960736441e-34,2.6562425882209317e-33,2.6562425882209317e-33,0.6666666666664912,1.0,1.0,8.854141960736441e-34,5.268008251846368e-13,1286,sobol_screened,0.06340276359424224,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,584,135,0.0021496286904261067,0.06340276359424224,5.395927515916554e-08,5.268008251846368e-13,21,7,False,1e-05,5.268008251846368e-13,True,0.9365972364057578,0.9999999460407248,0.9999999999994732,0.48222911451011896,0.11316026747226715,0.18710513226687908,0.5537589583545923,0.6909412601962686,0.7516478039324284,0.8256019782274961,0.6930454382672906,0.5316879232083265,0.0,0.0,0.5827585000399246,0.6490598073457069,0.7030729391413505,0.0,0.7310950309522694,1,5.264677582772492e-13,True,0,474,0.0,False,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
muon,gradient_local_minimum_0003,gradient,gradient,gradient,0.1056583755,22.62158712337387,4.756215630453887,2.284345064721762,1.9316148811373828,0.0,0.0,3.141592653589793,0.0,0.3374113963815258,0.0,0.6074926973649404,1.7471657802556653e-05,0.5142519614097455,3.141590055526294,3.6558446149995385,0.9999999998473705,5.043721880000857e-07,3.4649813391996804e-06,-0.0206643233896643,0.9468700429039881,1.677772345640436,1.0254062385765463,0.006698521013235146,3.1415777800287588,179.9991478077264,1.5423521475855955,1.5320202380765906,1.5423521475855955,1.5320202380765906,False,,gradient,1658000682,0.00010712526846498855,2.3528343153149627,1.0,2666.918341940967,0.9999559436483583,1.0,0.21742579092823472,0.9999999770568522,-1.9090768122296995e-07,-1.9059996724958663e-07,3.077095933601669e-10,1.3641321139920138e-09,1.3610780624642968e-09,0.9999999999986371,1.4365523165458475e-06,0.9999999999991542,0.9999999999991543,0.9999999981827389,1.4142123894325629,1.6587877333251325e-06,2.0636788447833246e-12,1.0342837697407958e-12,1.0345058143457209e-12,2.5328579953298886e-17,1.8799832094019814e-17,2.83890921893375e-17,4.41284120473187e-17,6.324886165678148e-18,1.0284864275033192,0.2866582264005331,2.5328579953298886e-17,5.755685369875665e-09,1.1472413316850684e-08,1.147241331685069e-08,0.5053671249432152,0.9999999885275868,0.9999999885275868,5.755685369875665e-09,1.3629097850298422e-12,1658,sobol_screened,0.1314492622996687,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,728,324,0.10114501171892282,0.1314492622996687,3.366512824065637e-08,1.3629097850298422e-12,19,5,False,1e-05,1.1035616864774056e-12,True,0.8685507377003313,0.9999999663348718,0.9999999999986371,0.8555982392281294,0.002992677502334118,0.5748632047325373,0.5522884614765644,0.074861497618258,0.061284903436899185,0.3270927583798766,0.7642809068784118,0.9375577716170628,0.0,5.561401406573946e-06,0.10427323126403099,0.09668546567785909,0.0818457416530636,3.409903201249853e-05,0.7489304231172229,3,1.3625767181224546e-12,True,0,474,3.409903201249853e-05,False,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
muon,gradient_local_minimum_0004,gradient,gradient,gradient,0.1056583755,19.720983670183845,4.440831416546214,2.119978323868612,0.764245730767398,0.0,0.0,3.141592653589793,0.0,1.2319338018701662,0.0,3.1659440636782397,0.0,4.460431708710942,3.141592653589793,0.0,1.0,4.032407839587443e-05,3.6720610874461666e-05,-0.609686453158345,0.35751099683004867,0.47772447122586953,1.9779356904932586,0.0583182907860428,3.141592653589793,180.0,5.226587549744895,4.921764485204301,5.226587549744895,4.921764485204301,False,,gradient,201000272,0.0,2.326167686107305,1.0,9.137296112876284,0.9963977928553888,1.0000000000000002,3.0635494141553494e-12,1.0,1.7502291595472563e-06,1.7502291595472563e-06,0.0,1.059569816882644e-17,1.0595716824629271e-17,0.9999999999984683,0.0,0.9999999999984683,0.9999999999984683,0.9999999999994894,1.414213562372012,0.0,-2.245380347126038e-34,0.0,0.0,2.8067254632805474e-35,2.8067254632805474e-35,2.8067254632805474e-35,5.613450926561095e-35,0.0,0.0,0.0,2.8067254632805474e-35,1.6592636265912057e-35,4.977790879773616e-35,4.977790879773616e-35,0.6666666666661563,1.0,1.0,1.6592636265912057e-35,1.531663684772866e-12,201,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,424,54,0.001199744728390507,0.29562366549922403,2.490219919160097e-09,1.531663684772866e-12,17,3,False,1e-05,1.531663684772866e-12,True,0.704376334500776,0.9999999975097801,0.9999999999984683,0.8728109931813004,0.05048180015797505,0.6799409837117681,0.72505435657425,0.7503687817083048,0.48125931653675236,0.664818991103809,0.7775563993296264,0.8567761647000081,0.0,0.0,0.5655336394220775,0.5038756472868341,0.7098997547651755,0.0,0.740442171409228,4,1.5313306178654784e-12,True,0,474,0.0,False,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
muon,gradient_local_minimum_0005,gradient,gradient,gradient,0.1056583755,18.469056529490807,4.297564022733205,2.044987712048753,0.45807606666739875,0.0,0.0,3.141592653589793,0.0,1.3963020134686273,6.416319542549405e-06,4.316396485076326,9.878564118892074e-06,5.571804759298672,3.141584581739295,2.2424361133043624,0.9999999999502833,0.00010664239470655618,6.518425331840551e-05,-1.063919317338313,0.22330541049161143,0.25420567147530104,2.51575202798343,0.09307146006546368,3.1415901902966885,179.9998588637014,5.71464962143242,5.182743283960818,5.71464962143242,5.182743283960818,False,,gradient,1861000472,2.974828466545395e-06,2.307423863300474,1.0,1.7063924043646583,0.9905160879250055,1.0000000000000002,0.02151143297889205,0.9999999999826477,1.6578720230125624e-06,1.6578752780455405e-06,3.2550617460039077e-12,1.4204390774343309e-08,1.4204020345454002e-08,0.9999999999982033,5.553557024474211e-07,0.9999999999982804,0.9999999999982803,0.9999999810604604,1.4142131089258654,6.412695283247892e-07,3.0801643732962417e-13,1.538769112130467e-13,1.5365486660812167e-13,1.1349459939105485e-11,1.144483392933257e-11,1.1445065293194723e-11,2.2794293868438055e-11,4.7918358975695736e-14,3.043285145251678,0.00420441705737992,1.1349459939105485e-11,3.0419394255330027e-12,3.452196099968095e-11,3.452196099968095e-11,0.3824985781537426,0.9999999999426838,0.9999999999426837,3.0419394255330027e-12,1.7966739207508908e-12,1861,sobol_screened,0.1660584303780378,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,540,126,0.002326917774326706,0.1660584303780378,1.252103554172379e-08,1.7966739207508908e-12,19,5,False,1e-05,5.596634267135414e-13,True,0.8339415696219622,0.9999999874789645,0.9999999999982033,0.7888435693457723,0.11542645003646612,0.361574268899858,0.607100760564208,0.7237928863614798,0.9218773441389203,0.784388747997582,0.6772464849054813,0.8200800658444666,2.042377943307733e-06,3.1444446203438145e-06,0.6742487513380202,0.6869758369443797,0.8867802693853317,9.469173106023654e-07,0.7344758273049365,5,1.7963408538435033e-12,True,0,474,9.469173106023654e-07,False,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
muon,gradient_local_minimum_0006,gradient,gradient,gradient,0.1056583755,24.803159513959145,4.980277051927848,2.4006024188499278,0.7260843461768727,0.0,0.0,3.141592653589793,0.0,1.5327673718219863,2.5509884831532313e-05,3.008802888545758,0.0,2.261420894810186,3.1415844536986355,6.150395542135551,0.9999999996746229,4.1281945936780945e-05,2.9267479537120193e-05,-0.8686780677429755,0.2690086782965906,0.32711018031939154,2.290308391575512,0.05898698218554411,3.1415844536986355,179.9995301808442,7.362692364937103,6.9283739720399105,7.362692364937103,6.9283739720399105,False,,gradient,968000669,7.68438654899283e-06,2.3258129731690276,1.0000000000000002,3.2665836609815875,0.9963116828973383,1.0000000000000004,6.31276188872407e-09,0.9999999998782034,1.2603448961974921e-06,1.260359591165698e-06,1.4695121711483564e-11,8.331625046825997e-09,8.330942490164328e-09,0.9999999999981762,9.430210192380393e-07,0.9999999999988918,0.9999999999988918,0.9999999888910136,1.4142127923985772,1.088906878399651e-06,8.891498221460551e-13,1.4309664564393643e-12,1.4309664564393643e-12,3.716397175821111e-10,3.713734066789229e-10,3.716610010210245e-10,7.43013124261034e-10,1.5443889050747493e-13,-0.5312221175026695,0.00041570972426919806,3.716397175821111e-10,5.009538758362778e-10,8.347779304397833e-10,8.347779304397833e-10,0.6666666654242384,0.9999999984222089,0.999999998422209,5.009538758362778e-10,1.8237633625517446e-12,968,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,742,207,0.0003111487786734356,0.3569194150804337,7.187066475289328e-08,1.8237633625517446e-12,25,11,False,1e-05,1.3069545445887343e-12,True,0.6430805849195663,0.9999999281293352,0.9999999999981762,0.9265431735548508,0.06951280969665516,0.5048323511618789,0.6031496515166767,0.5103695678193215,0.4184864353278815,0.9560769118878241,0.5734653323443666,0.9949482207157128,8.12004853728666e-06,0.0,0.6250612742840221,0.4788658525012304,0.35991631382033823,2.4460162078021597e-06,0.740329262774217,6,1.823430295644357e-12,True,0,474,2.4460162078021597e-06,False,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
muon,gradient_local_minimum_0007,gradient,gradient,gradient,0.1056583755,4.704903492702442,2.16907895031565,0.8779628599324223,0.375958483743723,0.0,0.0,3.141592653589793,0.0,0.38765323467853496,0.0,4.671427212028369,0.0,5.958198286276037,3.141592653589793,0.0,1.0,0.00021415776440319653,0.00043509568890774154,-0.17679952001330856,0.6799170156613391,1.0890135797934914,1.3718382687102768,0.12905660045155373,3.141592653589793,180.0,0.6831460181326303,0.5948533370081066,0.6831460181326303,0.5948533370081066,False,,gradient,218000549,0.0,2.287218475661821,1.0,140.24417780283818,0.9810893763959506,0.9999999999999999,4.266587083643579e-12,1.0,2.065571669540578e-06,2.065571669540578e-06,0.0,1.0369717327043499e-17,1.0369738865769914e-17,0.9999999999978666,0.0,0.9999999999978666,0.9999999999978666,0.9999999999992888,1.4142135623715866,0.0,-2.1506252158704527e-34,0.0,0.0,2.688281550768265e-35,2.688281550768265e-35,2.688281550768265e-35,5.37656310153653e-35,0.0,0.0,0.0,2.688281550768265e-35,1.3588703058733384e-35,4.0766109176200146e-35,4.0766109176200146e-35,0.6666666666659556,1.0,0.9999999999999999,1.3588703058733384e-35,2.133404564119701e-12,218,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,656,270,0.0017349007200227788,0.5997948736820753,2.0320630944592466e-07,2.133404564119701e-12,19,5,False,1e-05,2.133404564119701e-12,True,0.4002051263179247,0.9999997967936906,0.9999999999978666,0.06270605311614856,0.06868073005163862,0.170330796209667,0.42207196704346944,0.5246446127723615,0.8569787627752288,0.8769726912740563,0.9168707616014455,0.27489601139084596,0.0,0.0,0.43696176031666795,0.7434807320883063,0.948276709182491,0.0,0.7280442526653774,7,2.1330714972123133e-12,True,0,474,0.0,False,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
muon,gradient_local_minimum_0009,gradient,gradient,gradient,0.1056583755,8.404005912891867,2.8989663524939138,1.2953553269967277,1.2947680156264323,0.0,0.0,3.141592653589793,0.0,0.25702119390265493,0.0,1.8964662894777755,3.141592653589793,1.282161860225522,3.141592653589793,4.4237545138153145,-1.0,0.0005465278888581726,0.000367295109453071,-1.186880230352584e-07,0.9999996667857646,1.792842860033123,2.3672777767549804,0.19805412712173528,0.0,0.0,0.0011057000221109115,0.001378904622528987,0.0011057000221109115,0.001378904622528987,True,,gradient,608001395,5.883921518217692e-06,0.6758798601501317,1.0,513184489.45019406,0.9527850433143437,1.0,0.23461792942003876,0.9999999999238821,1.4279660017863961e-06,1.427997569293693e-06,3.1567615990576856e-11,1.2247780919076838e-09,1.2248151277071887e-09,0.9999999999972667,2.6181132431649544e-06,0.9999999999989804,0.9999999999989804,0.9999999983660267,1.4142114246922666,3.023136771329766e-06,6.854513953782244e-12,3.4272584770178582e-12,3.4272584770178582e-12,0.25000343136216857,0.24999728263661608,0.25000402588173726,0.5000007139987847,3.6688823449402007e-06,-0.5772689331386712,1.4675508423170446e-05,0.25000343136216857,0.16666642900548853,0.49999928599007776,0.49999928599007776,3.712534245909203e-12,1.113760248136061e-11,1.113760248136061e-11,0.16666642900548853,2.733258064324673e-12,608,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,1471,162,84869.6285888822,0.9981956886845123,0.14266699081597034,2.733258064324673e-12,62,48,False,1e-05,2.733258064324673e-12,True,0.0018043113154877306,0.8573330091840297,0.9999999999972667,0.788835262078709,0.0004940243126820371,0.9914907199366605,0.6600219015586696,0.3621112426218269,0.20955314537531325,0.09237051493281945,0.3099227040129562,0.46184727469578474,0.0,1.0,0.16181414621636558,0.3018319843775333,0.20406239789879163,1.8729103887782305e-06,0.21513924135830478,9,2.7329249974172853e-12,True,0,474,1.8729103887782302e-06,False,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
muon,gradient_local_minimum_0010,gradient,gradient,gradient,0.1056583755,18.878433254065975,4.344931904422207,2.0698061320393526,0.7921649137816043,0.0,0.0,3.141592653589793,0.0,1.1610808400977972,0.0,1.6320181518510133,0.0,4.377785203305334,3.141592653589793,0.0,1.0,3.741317864684214e-05,3.6986515479757534e-05,-0.5410085634162429,0.3891966653988765,0.533883361771456,1.8913422278935204,0.05623570964057421,3.141592653589793,180.0,4.809553646926146,4.539068071807417,4.809553646926146,4.539068071807417,False,,gradient,1427000412,0.0,2.327268090295141,0.9999999999999999,12.578746646884973,0.9966569320534167,0.9999999999999999,6.432188115488994e-12,0.9999999999999999,-2.536067820080312e-06,-2.536067820080312e-06,-4.235164736271502e-22,2.94804477010775e-16,2.948037359818022e-16,0.999999999996784,0.0,0.9999999999967841,0.9999999999967841,0.9999999999989275,1.414213562370821,0.0,-1.7381892241442468e-31,2.220446049250313e-16,2.220446049250313e-16,2.172736578928024e-32,2.172736578928024e-32,2.172736578928024e-32,4.345473157856048e-32,0.0,0.0,0.0,2.172736578928024e-32,1.290141837855979e-32,3.8704255135679365e-32,3.8704255135679365e-32,0.6666666666655949,1.0,1.0,1.290141837855979e-32,3.215983035431691e-12,1427,sobol_screened,0.0936827572267156,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,564,153,0.00245409602385875,0.0936827572267156,1.938328375583609e-08,3.215983035431691e-12,19,5,False,1e-05,3.215983035431691e-12,True,0.9063172427732844,0.9999999806167162,0.999999999996784,0.8222464984282851,0.03904406167566776,0.05132758058607578,0.5409411014989018,0.24779834412038326,0.7074043760076165,0.0034020571038126945,0.8095470005646348,0.8322127390422903,0.0,0.0,0.5443976137676451,0.2597437560827882,0.6967461549006019,0.0,0.7407924409410142,10,3.2156499685243034e-12,True,0,474,0.0,False,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
muon,gradient_local_minimum_0011,gradient,gradient,gradient,0.1056583755,11.255091900008937,3.354860936016415,1.5443544130155755,0.1982738277220491,0.0,0.0,3.141592653589793,0.0,1.0967788107587562,0.0,3.4026737409072907,0.0,4.453105761061341,3.141592653589793,0.0,1.0,0.0003449754424860105,0.00020676505151885443,-1.0925407929806383,0.21764129730735823,0.2454686112688714,2.547940765325068,0.16098303596652438,3.141592653589793,180.0,3.3915899137713237,2.8454920050023924,3.3915899137713237,2.8454920050023924,False,,gradient,348000361,0.0,0.872730812556528,1.0,1.5465422534607631,0.9698005853865287,1.0,6.639799821095254e-12,1.0,2.5767914101915146e-06,2.5767914101915146e-06,0.0,6.951953404431908e-17,6.951971385026567e-17,0.9999999999966801,0.0,0.99999999999668,0.99999999999668,0.9999999999988932,1.4142135623707475,0.0,-9.66595622756206e-33,-2.220446049250313e-16,-2.220446049250313e-16,1.208244540061553e-33,1.208244540061553e-33,1.208244540061553e-33,2.416489080123106e-33,0.0,0.0,0.0,1.208244540061553e-33,5.6698802915794896e-34,1.7009640874738463e-33,1.7009640874738463e-33,1.1066650259901608e-12,1.0,1.0,5.6698802915794896e-34,3.3198999105366056e-12,348,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,491,162,0.0013987081818772906,0.9798450687555581,4.959106458812812e-10,3.3198999105366056e-12,15,1,False,1e-05,3.3198999105366056e-12,True,0.02015493124444187,0.9999999995040894,0.9999999999966801,0.4784624138183232,0.46925571084293477,0.1264784645102582,0.12109273136499427,0.15689898165895483,0.7122161894577569,0.611902157140759,0.4731213864236943,0.5786188042071195,0.0,0.0,0.7093700103371908,0.5415523455943865,0.708733793983909,0.0,0.27779884561395557,11,3.319566843629218e-12,True,0,474,0.0,False,alpha_e~0,around 0,CPGAMMA nearest fixed alpha_e quarter-pi center
