selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,example_rank,selected_concurrence,selected_purity,pair_delta_xy,lepton,kinematic_point,s_regime,theta_in_regime,qOut_regime,electron_mass,s,sqrt_s,pIn,pOut,theta_in,phi_in_electron,phi_in_lepton,phi_in,qOut,phiOut,Q2,xB,t,W2,y,theta_e_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,unpolarized_C_e_p,unpolarized_C_e_gamma,unpolarized_C_p_gamma,unpolarized_C_e_rest,unpolarized_C_p_rest,unpolarized_C_gamma_rest,L_proton_C_e_p,L_proton_C_e_gamma,L_proton_C_p_gamma,L_proton_C_e_rest,L_proton_C_p_rest,L_proton_C_gamma_rest,L_electron_C_e_p,L_electron_C_e_gamma,L_electron_C_p_gamma,L_electron_C_e_rest,L_electron_C_p_rest,L_electron_C_gamma_rest,Tx_proton_C_e_p,Tx_proton_C_e_gamma,Tx_proton_C_p_gamma,Tx_proton_C_e_rest,Tx_proton_C_p_rest,Tx_proton_C_gamma_rest,Ty_proton_C_e_p,Ty_proton_C_e_gamma,Ty_proton_C_p_gamma,Ty_proton_C_e_rest,Ty_proton_C_p_rest,Ty_proton_C_gamma_rest,Tx_electron_C_e_p,Tx_electron_C_e_gamma,Tx_electron_C_p_gamma,Tx_electron_C_e_rest,Tx_electron_C_p_rest,Tx_electron_C_gamma_rest,Ty_electron_C_e_p,Ty_electron_C_e_gamma,Ty_electron_C_p_gamma,Ty_electron_C_e_rest,Ty_electron_C_p_rest,Ty_electron_C_gamma_rest,LL_C_e_p,LL_C_e_gamma,LL_C_p_gamma,LL_C_e_rest,LL_C_p_rest,LL_C_gamma_rest,LTx_C_e_p,LTx_C_e_gamma,LTx_C_p_gamma,LTx_C_e_rest,LTx_C_p_rest,LTx_C_gamma_rest,LTy_C_e_p,LTy_C_e_gamma,LTy_C_p_gamma,LTy_C_e_rest,LTy_C_p_rest,LTy_C_gamma_rest,TxTx_C_e_p,TxTx_C_e_gamma,TxTx_C_p_gamma,TxTx_C_e_rest,TxTx_C_p_rest,TxTx_C_gamma_rest,TxTy_C_e_p,TxTy_C_e_gamma,TxTy_C_p_gamma,TxTy_C_e_rest,TxTy_C_p_rest,TxTy_C_gamma_rest
C_e_p,C_{mup},LL,enhanced_region_0,0,1,6.8843866110384888e-01,1.0000000000000000e+00,3.1305101633700536e+00,muon,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.9621944323473888e+00,1.5707949999999999e+00,1.6689710972195773e+00,1.6689710972195773e+00,4.8105637508093704e+00,2.5000000000000000e-01,1.6689710972195777e+00,1.9625061856175225e+01,9.9437270149472690e-01,-1.7418118898156123e+01,9.9090505495770465e-01,9.5691052363782625e-01,1.7500997991608611e+02,6.2735240092368170e-04,1.1040988314105580e+00,6.2735240092368170e-04,1.1040988314105580e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5948721023122771e-07,0.0000000000000000e+00,3.8974838874573426e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4080921679688744e-07,6.1087297271196448e-05,1.4910744146320699e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0873560052291863e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0879421318785018e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9236915399545368e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9241351748287657e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8843866110384888e-01,8.5675651748080117e-02,4.3741448258558760e-02,9.7666032894909038e-01,9.7387801855361211e-01,6.9414041926111048e-01,1.7998091659119125e-02,5.9997183878393694e-05,1.1321194705663502e-03,2.5451825230172094e-02,2.5476920975608521e-02,1.8031799643627864e-02,1.8358364915555560e-02,6.0976997489934090e-05,1.1690559295937525e-03,2.5961477101859688e-02,2.5987713768064098e-02,1.8393896321382663e-02,1.5286995286894342e-04,3.9218820361415305e-03,1.1714931989181498e-03,9.9918906516299033e-01,9.9918205507206714e-01,9.9918974022362173e-01,1.5245514091118885e-04,3.9235478887322262e-03,1.1725604929257983e-03,9.9979067861268889e-01,9.9978366745575908e-01,9.9979135458190693e-01
C_e_p,C_{mup},LL,enhanced_region_0,0,2,6.8843866008088195e-01,9.9999999999999978e-01,3.1305101633700536e+00,muon,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.9621944323473888e+00,1.5707949999999999e+00,1.4726215563702159e+00,1.4726215563702159e+00,4.6142142099600090e+00,2.5000000000000000e-01,1.4726215563702154e+00,1.9625061856175225e+01,9.9437270149472690e-01,-1.7418118898156123e+01,9.9090505495770465e-01,9.5691052363782625e-01,1.7500997991608625e+02,6.2735240092371553e-04,1.1040988314105580e+00,6.2735240092371553e-04,1.1040988314105580e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5948733666085725e-07,0.0000000000000000e+00,3.8974838874468292e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4080919298052272e-07,6.1087272300649768e-05,1.4910744106395619e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0873560052322409e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0879421318812372e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9236915076623982e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9241351084195915e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8843866008088195e-01,8.5675651667164843e-02,4.3741448592387329e-02,9.7666032894959731e-01,9.7387801855419209e-01,6.9414041926148129e-01,1.8807110031559882e-02,6.2226428620880362e-05,1.2136070563659070e-03,2.6596287317950478e-02,2.6623889066963648e-02,1.8844838907437659e-02,1.8358364904316159e-02,6.0976960911502285e-05,1.1690559304934015e-03,2.5961477101757054e-02,2.5987713767978655e-02,1.8393896321304198e-02,1.5287038532402797e-04,3.9218821378583305e-03,1.1714932689736446e-03,9.9918906516299344e-01,9.9918205507207025e-01,9.9918974022362472e-01,1.5234804378566613e-04,3.9238354978277431e-03,1.1725851151208611e-03,9.9986980379337587e-01,9.9986279209102624e-01,9.9987047975411758e-01
C_e_p,C_{mup},LL,enhanced_region_1,1,1,6.1434608262962920e-01,1.0000000000000000e+00,2.7287704147386602e+00,muon,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.1941512209945722e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.8000000000000000e+00,4.6142142099600090e+00,1.9984494154614238e-01,1.2001820173745140e-02,-1.2816328810561129e-04,1.7331218511259671e+01,8.0733825977566920e-01,2.9277971975311505e+01,2.3785739250503753e-02,1.2364412837951944e-01,2.3785739250503753e-02,1.2364412837951944e-01,1.3949221786148480e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1675490103607895e-01,0.0000000000000000e+00,4.3706701126622710e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4697891075983072e-01,3.8347883200312161e-01,1.6206116449727948e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5255488934267275e-01,6.4708736981009540e-02,8.6898463931261119e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3994796001500298e-01,4.8976289849259044e-02,2.6392281534062528e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1669340435344234e-01,0.0000000000000000e+00,3.8767741522056598e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3955366835488670e-01,1.4162831333627204e-01,2.3659938866803631e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.1434608262962920e-01,3.3966080089078937e-01,7.0568737557668293e-01,7.4438715616499906e-01,9.6785197657647193e-01,8.2139258934085368e-01,7.4433096947064140e-02,5.3389040480130978e-01,5.2159618567636290e-01,7.6718657684680736e-01,7.5868232160580851e-01,9.2471484472220145e-01,5.2896990519959031e-01,5.5607223472341516e-01,6.2250661980253630e-01,7.7405437233114249e-01,8.2307860170795832e-01,8.4075296860190807e-01,3.7701668500314117e-01,5.7051157402579968e-02,4.9704910742302921e-01,6.2411530162061657e-01,7.9581586645312075e-01,7.0316153592061903e-01,3.9466030742607616e-01,1.0367571966031409e-01,5.2703916900751591e-01,7.2685705062749195e-01,8.9181993921564795e-01,8.0643331921050865e-01
C_e_p,C_{mup},LL,enhanced_region_1,1,2,6.1434608130600410e-01,1.0000000000000002e+00,2.7287704147386620e+00,muon,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.1941512209945722e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.8000000000000000e+00,4.8105637508093704e+00,1.9984494154614071e-01,1.2001820173745039e-02,-1.2816328810561129e-04,1.7331218511259678e+01,8.0733825977566920e-01,2.9277971975311395e+01,2.3785739250503802e-02,1.2364412837951877e-01,2.3785739250503802e-02,1.2364412837951877e-01,1.3949221786166130e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1675490103668125e-01,0.0000000000000000e+00,4.3706701126811909e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4697891076014330e-01,3.8347886329045910e-01,1.6206116449745769e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5255488934299474e-01,6.4708736980645970e-02,8.6898463931417175e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3994796001516882e-01,4.8976289847690292e-02,2.6392281534247053e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1669340435459264e-01,0.0000000000000000e+00,3.8767741522136995e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3955366835503258e-01,1.4162831333477835e-01,2.3659938866788502e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.1434608130600410e-01,3.3966080038770069e-01,7.0568736441194480e-01,7.4438715616444562e-01,9.6785197657643085e-01,8.2139258934079251e-01,6.6017487243419748e-01,2.6930429379629961e-01,1.6997953803146126e-01,7.7358345806953455e-01,7.4484871357742444e-01,4.3759975307633331e-01,5.2896990519829423e-01,5.5607223167887954e-01,6.2250666140628919e-01,7.7405437232978425e-01,8.2307860170750380e-01,8.4075296860167648e-01,3.7701668044762549e-01,5.7051157524116873e-02,4.9704910352094056e-01,6.2411530162025619e-01,7.9581586645318125e-01,7.0316153592033925e-01,3.9519562083306925e-01,9.9074109531750137e-02,5.2835253133342375e-01,7.2748621208096176e-01,8.9363130347623732e-01,8.0759705685717931e-01
C_e_p,C_{mup},LL,enhanced_region_2,2,1,3.8308424119805301e-01,1.0000000000000000e+00,2.9834378766067626e+00,muon,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.2040237629054436e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,4.9087385212340520e+00,7.2647598473559505e-02,7.9079630490663244e-03,-5.5464822758697424e-05,9.9938349863054672e+00,4.4541631495786688e-01,2.0311601230960406e+01,4.5225875580973657e-02,8.1521942406385162e-02,4.5225875580973657e-02,8.1521942406385162e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.5109700114778860e-02,0.0000000000000000e+00,5.7066499038874741e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8582555032064231e-01,3.2845681819643330e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6226749112348005e-02,8.9409083542294182e-02,3.0653463046625168e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.1845717347457887e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2424028274641661e-01,9.9891489435719238e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9326739383425835e-01,2.6844727969734528e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8308424119805301e-01,3.5315915645986090e-01,9.0903787518222501e-01,5.2789625573402876e-01,9.9010248117808108e-01,9.7891306001425293e-01,3.6084579873032230e-01,3.2090783451967392e-01,1.7156672381773067e-01,5.3883850296004387e-01,4.6561812114399487e-01,4.3539910327217790e-01,2.3525453839165872e-01,4.4413184931848287e-01,7.0324729574425782e-01,5.1919829290053310e-01,7.5290805058077159e-01,8.4189009108651691e-01,2.0273041114879617e-01,2.6744226682322847e-01,4.7582335614487986e-01,5.2609981351526713e-01,6.5701104838003455e-01,6.7977147788989667e-01,2.7716754737888266e-01,4.5306679459400534e-01,5.7300795072444433e-01,7.1408944340082969e-01,7.9560814839512084e-01,8.7260529305294920e-01
C_e_p,C_{mup},LL,enhanced_region_2,2,2,3.8308424077157188e-01,9.9999999999999978e-01,2.9834378766067626e+00,muon,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.2040237629054436e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,4.5160394395353274e+00,7.2647598473559755e-02,7.9079630490663522e-03,-5.5464822758697424e-05,9.9938349863054672e+00,4.4541631495786688e-01,2.0311601230960445e+01,4.5225875580973844e-02,8.1521942406385439e-02,4.5225875580973844e-02,8.1521942406385439e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.5109700114890229e-02,0.0000000000000000e+00,5.7066499038842278e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8582555884346315e-01,3.2845681819717021e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6226749112203467e-02,8.9409083542256129e-02,3.0653463046685470e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.1845717347425391e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2424028274619739e-01,9.9891489435435243e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9326739653579945e-01,2.6844727971167964e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8308424077157188e-01,3.5315915848081086e-01,9.0903787269306979e-01,5.2789625573383225e-01,9.9010248117836352e-01,9.7891306001445266e-01,1.3853817450604008e-01,4.2998415179376565e-01,6.3205237474075626e-01,5.0289008596447615e-01,6.8374138387240957e-01,7.9573602810831756e-01,2.3525455771504072e-01,4.4413184829378849e-01,7.0324727136133192e-01,5.1919829290038899e-01,7.5290805058073285e-01,8.4189009108627744e-01,2.0273041230174665e-01,2.6744226308464619e-01,4.7582335602690123e-01,5.2609981351602220e-01,6.5701104838093261e-01,6.7977147789085357e-01,2.7666886255204620e-01,4.5834435117052374e-01,5.7132380377255665e-01,7.1652213045207891e-01,7.9355863528887938e-01,8.7365278956806225e-01
C_e_p,C_{mup},LL,enhanced_region_3,3,1,3.5007522000651753e-01,9.9999999999999978e-01,3.0525127722797984e+00,muon,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0050908556144287e+00,1.5707949999999999e+00,6.8722339297276669e-01,6.8722339297276669e-01,3.8288160465625602e+00,2.5000000000000000e-01,6.8722339297276724e-01,1.6425770584228491e+01,9.7213546888243174e-01,-1.4578582018509426e+01,1.3506594472549385e+00,8.1923491558506178e-01,1.3447890123858900e+02,6.2735240092370859e-04,9.2422163526064183e-01,6.2735240092370859e-04,9.2422163526064183e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1224752086980583e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.1195448213188166e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.1075045210264776e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.7486949851156668e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9567884415823076e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9479126227912300e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5007522000651753e-01,5.5314531110690757e-01,8.2675919813011423e-03,7.4204451763884027e-01,4.9470059690845736e-01,6.5432847643416137e-01,1.8641708290748596e-01,5.7765174098678443e-02,4.5588669865280077e-03,2.6974380574742401e-01,2.6352549907342121e-01,1.9501583150517474e-01,1.4450191590235306e-01,4.4967494135640523e-02,3.4479865840214945e-03,2.0912380287850660e-01,2.0426105354491919e-01,1.5120796809005566e-01,1.4661264030372306e-02,2.9187999750635707e-01,3.9148274400924330e-03,9.7434048942351592e-01,9.2960248362332842e-01,9.7423804202226960e-01,1.5036820853945643e-02,3.0043265283943416e-01,4.0131791579595191e-03,9.9941204282841389e-01,9.5319502625302865e-01,9.9930697535054669e-01
C_e_p,C_{mup},LL,enhanced_region_3,3,2,3.1633640971757621e-01,1.0000000000000000e+00,3.0453691117055648e+00,muon,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0146912388840019e+00,1.5707949999999999e+00,5.8904862254808599e-01,5.8904862254808599e-01,3.7306412761378791e+00,2.5000000000000000e-01,5.8904862254808621e-01,1.5708047322354368e+01,9.6608015332094821e-01,-1.3941565411318029e+01,1.4313661019394428e+00,7.8834901677420877e-01,1.2926320283976656e+02,6.2735240092370859e-04,8.8386830791919835e-01,6.2735240092370859e-04,8.8386830791919835e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0619928817209335e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9586333697967392e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7890539296203228e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.2667534675872886e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5721188528860259e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5458113104291716e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1633640971757621e-01,5.5846812067953411e-01,7.8317085173904011e-03,7.1529377964428875e-01,4.4701217320998576e-01,6.4159005426570337e-01,2.0353757389412880e-01,7.7908356573464607e-02,5.1762920205498135e-03,2.9801532878968523e-01,2.8769813708458858e-01,2.1774385457925846e-01,1.5526802015192587e-01,5.9999810539796139e-02,3.8751157897512615e-03,2.2747995657938810e-01,2.1945881128791223e-01,1.6629488524074476e-01,1.8446500115744970e-02,3.5292747601207347e-01,4.4851168526080605e-03,9.7602480381901591e-01,9.0999270861794956e-01,9.7586077927279713e-01,1.8845870845867640e-02,3.6380988616432153e-01,4.5799087708609520e-03,9.9819608971815166e-01,9.2954761889880533e-01,9.9802867806742845e-01
C_e_p,C_{mup},LTx,enhanced_region_0,0,1,6.7119131507767649e-01,1.0000000000000000e+00,1.5792385571652185e+00,muon,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,7.0286979872539224e-01,1.5707949999999999e+00,5.7923114550561809e+00,5.7923114550561809e+00,2.6507188014663878e+00,1.8000000000000000e+00,5.8904862254808616e+00,1.3886696706467980e+01,7.2801836230849704e-01,-2.4235604300282372e+00,6.0677990130768436e+00,9.2483893859733890e-01,1.5701629583010333e+02,2.3785739250503202e-02,5.7553538774705517e+00,2.3785739250503202e-02,5.7553538774705517e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.9362220971881800e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.1702620477348987e-03,4.7054349248494429e-02,5.5502918002993699e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.4241148634810817e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.4903218117949979e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.1084246713918153e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0835206948908647e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.8778125084345031e-02,2.5880285817170202e-02,5.5286467626961405e-03,6.4688730747646264e-02,5.9543333964644243e-02,2.7574079202816359e-02,6.7119131507767649e-01,4.9630591186500435e-02,2.8224981741798164e-02,6.8520038315031973e-01,6.8398320091414166e-01,1.4070687332505094e-01,6.9892704653127347e-01,5.1654010371131827e-02,2.6887786069317257e-02,7.1343934128608655e-01,7.1207479237222715e-01,1.4566955310909474e-01,3.0225858609093009e-01,2.1529510348622716e-01,3.0247556908243878e-02,9.9463977361962652e-01,9.7153034421095785e-01,9.4808382277504744e-01,2.9530711998676518e-01,2.1063106558077804e-01,2.7731635629614618e-02,9.9352020576582090e-01,9.7133207295616975e-01,9.4902325895422157e-01
C_e_p,C_{mup},LTx,enhanced_region_0,0,2,6.6991183042447278e-01,1.0000000000000002e+00,1.6133246409314017e+00,muon,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,5.9581132183176366e-01,1.5707949999999999e+00,5.8904862254808616e+00,5.8904862254808616e+00,2.7488935718910685e+00,1.8000000000000000e+00,5.9886609959055432e+00,1.4617134567608216e+01,7.5971823073505362e-01,-2.5891137973931730e+00,5.5029145193035891e+00,9.3286583223650354e-01,1.6068830709017169e+02,2.3785739250504090e-02,6.0377961243576586e+00,2.3785739250504090e-02,6.0377961243576586e+00,8.9814090503715542e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.9236085212236037e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.4946256758270215e-03,3.6989852476888518e-02,2.2885283359206391e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6899469814470300e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.7198378302277939e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0119855206291743e-03,1.5443617011936278e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5080475453617933e-03,1.5187317407501266e-01,5.9170767397286658e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.2153608175778868e-02,1.9937747154959874e-02,6.2936955643588975e-03,5.6188495607867206e-02,5.2907880967084910e-02,2.1834805110145947e-02,6.6991183042447278e-01,3.8563008064972738e-02,2.5063400931344303e-02,6.8333730578182805e-01,6.8270853373726770e-01,1.3709918703640248e-01,7.0240316397646496e-01,4.0281923059943624e-02,2.2872304794964170e-02,7.1635920438141731e-01,7.1559137692530894e-01,1.4256029108859494e-01,3.0899646448726920e-01,1.5917225147037675e-01,2.7125604919543814e-02,9.9666201911405994e-01,9.8424345113251233e-01,9.4794101285862986e-01,3.0145100388468749e-01,1.5365706842451901e-01,2.4326868789684260e-02,9.9539450609648861e-01,9.8376395720642551e-01,9.4896222790649321e-01
