selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_purity,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_lepton,best_s_regime,best_theta_in_regime,best_qOut_regime,best_electron_mass,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in_lepton,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_p_gamma,C_{p\gamma},LTx,enhanced_region_0,0,24,9.9998663211271888e-01,1.0000000000000000e+00,high_s_high_theta_in_low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,2.5000000000000000e-01,2.5000000000000000e-01,5.8904862254808621e-01,2.8470683423157501e+00,2.9848261358001646e-07,5.9840453363460250e-02,2.8062227805855471e-06,7.5232093942495026e-02,-1.1472131021338499e-02,-4.9867995566649269e-03,9.8620824806907958e-01,1.7087709441670837e+00,5.1571098536211486e-03,4.3092094612130781e-02,1.1331280370740973e+02,1.8000000000000000e+02,0.0000000000000000e+00,1.2762720155208536e+00,7.1773905990420039e-01,1.1121831511246376e+00,7.4516588680753260e-01,1.1064472348553092e+00,muon,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.9616332604136879e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,1.5707963267948966e+00,2.9848261358001646e-07,2.8062227805855471e-06,-1.1472131021338499e-02,9.8620824806907958e-01,5.1571098536211486e-03,1.8000000000000000e+02,1.1121831511246376e+00,1.1064472348553092e+00,1.1121831511246376e+00,1.1064472348553092e+00
C_p_gamma,C_{p\gamma},LTx,enhanced_region_1,1,40,9.9965014424492982e-01,9.9999999999999989e-01,high_s_high_theta_in_mid_Egamma,1.9634954084936207e-01,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.6142142099600090e+00,4.7123889803846897e+00,1.0000000000000000e+00,1.0000000000000000e+00,7.8539816339744828e-01,2.9452431127404308e+00,1.2088705732127123e-05,1.2039849141324503e+00,1.8107944999740591e-05,4.0399864139525726e-01,-3.1266568961548835e-01,-1.2871713938369544e-01,1.5474231665305900e+00,3.7629539674212684e+00,3.2368317754236806e-02,1.9816374882114793e-01,1.3211274911673678e+02,1.8000000000000000e+02,0.0000000000000000e+00,1.3744467859455343e+00,2.6593285644749316e+00,4.4487326044985505e+00,3.1969624518495063e+00,4.3047278522944801e+00,muon,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.1568811793437828e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.7671458676442586e+00,3.9513151501765591e-02,5.2758360907143753e-02,-2.8394318100683469e-01,1.5892766235822979e+00,3.6312810628462484e-02,1.7396455199094603e+02,4.4060161385212719e+00,4.2838011237690239e+00,4.4060161385212719e+00,4.2838011237690239e+00
C_p_gamma,C_{p\gamma},LTx,enhanced_region_2,2,2,9.9093343523324695e-01,9.9999999999999956e-01,high_s_high_theta_in_low_Egamma,1.3744467859455343e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,2.5000000000000000e-01,2.5000000000000000e-01,2.9452431127404308e+00,3.0434178831651120e+00,6.3201340165569747e-02,6.5434042583208354e-02,5.9423251751684905e-02,6.3589346872543473e-02,-4.3038080162371168e-03,-3.6554759246006509e-03,1.8105409033916176e+00,1.9155621268847465e+00,4.8189388207981611e-02,5.3389619827313058e-02,1.0239236039423319e+02,1.0788322319121617e+02,1.3744467859455343e+00,1.4726215563702154e+00,6.1088101211660029e-01,6.6483214111873290e-01,6.4177029544601194e-01,6.9428090719345814e-01,muon,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0596884923778935e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,2.9452431127404308e+00,6.3201340165569747e-02,6.3589346872543473e-02,-4.3038080162371168e-03,1.8105409033916176e+00,4.8189388207981611e-02,1.0788322319121617e+02,6.6483214111873290e-01,6.9428090719345814e-01,6.6483214111873290e-01,6.9428090719345814e-01
C_p_gamma,C_{p\gamma},LTx,enhanced_region_3,3,14,9.8898968971311962e-01,1.0000000000000000e+00,high_s_high_theta_in_high_Egamma,9.8174770424681057e-01,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,5.1050880620834143e+00,5.6941366846315002e+00,1.8000000000000000e+00,1.8000000000000000e+00,2.0616701789183018e+00,2.7488935718910690e+00,2.1528441662585912e-03,1.1371526750831391e-01,6.8318744599321559e-04,3.5671040039502847e-02,-2.4294134184052849e+00,-2.3489698881688414e+00,3.9486221388122242e+00,4.0659094513560472e+00,1.4987267966483858e-01,1.5670678680139072e-01,1.7474339263013198e+02,1.7852268936534546e+02,4.9087385212340529e-01,1.1780972450961724e+00,7.9308290493382891e+00,7.9884498861335382e+00,6.7562986583314144e+00,6.8149423146022263e+00,muon,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.4762478391643891e-01,1.5707949999999999e+00,5.4977871437821380e+00,5.4977871437821380e+00,2.3561944901923448e+00,1.8000000000000000e+00,2.5525440310417071e+00,7.2394785773235451e-02,2.2655215189935914e-02,-2.3584973449281006e+00,4.0029512285000708e+00,1.5493466064903369e-01,1.7626844075142361e+02,7.9308290493382891e+00,6.7877777697597939e+00,7.9308290493382891e+00,6.7877777697597939e+00
